-7.152343392372131348e-01 -6.642583012580871582e-01 -8.025454729795455933e-02 -1.095228642225265503e-01 -9.110008925199508667e-02 -9.994200617074966431e-02 -1.023582518100738525e-01
-7.167148590087890625e-01 -6.641790866851806641e-01 -8.013107627630233765e-02 -1.069316938519477844e-01 -8.877520263195037842e-02 -9.739577770233154297e-02 -9.981802105903625488e-02
-7.182255983352661133e-01 -6.640585064888000488e-01 -8.003818243741989136e-02 -1.042847335338592529e-01 -8.635496348142623901e-02 -9.479425847530364990e-02 -9.723108261823654175e-02
-7.197971343994140625e-01 -6.638584733009338379e-01 -7.997699826955795288e-02 -1.015845909714698792e-01 -8.388826251029968262e-02 -9.214937686920166016e-02 -9.454908221960067749e-02
-7.213897705078125000e-01 -6.636257171630859375e-01 -7.996048778295516968e-02 -9.877377003431320190e-02 -8.137231320142745972e-02 -8.940671384334564209e-02 -9.182917326688766479e-02
-7.230314612388610840e-01 -6.633253097534179688e-01 -7.997792214155197144e-02 -9.593529999256134033e-02 -7.875876873731613159e-02 -8.659379184246063232e-02 -8.901416510343551636e-02
-7.247170805931091309e-01 -6.629568338394165039e-01 -8.003909885883331299e-02 -9.299711138010025024e-02 -7.608998566865921021e-02 -8.371923863887786865e-02 -8.613996207714080811e-02
-7.264338731765747070e-01 -6.625313162803649902e-01 -8.013421297073364258e-02 -8.998461067676544189e-02 -7.336169481277465820e-02 -8.077105879783630371e-02 -8.319482952356338501e-02
-7.281950116157531738e-01 -6.620283126831054688e-01 -8.026900887489318848e-02 -8.693363517522811890e-02 -7.055195420980453491e-02 -7.775273174047470093e-02 -8.016927540302276611e-02
-7.299767732620239258e-01 -6.614764332771301270e-01 -8.043257147073745728e-02 -8.377565443515777588e-02 -6.769913434982299805e-02 -7.465042918920516968e-02 -7.706554234027862549e-02
-7.318288087844848633e-01 -6.608203053474426270e-01 -8.065037429332733154e-02 -8.052637428045272827e-02 -6.471970677375793457e-02 -7.146430760622024536e-02 -7.388063520193099976e-02
-7.336803674697875977e-01 -6.601190567016601562e-01 -8.089286834001541138e-02 -7.723112404346466064e-02 -6.171384453773498535e-02 -6.819850206375122070e-02 -7.062578201293945312e-02
-7.355937361717224121e-01 -6.593053340911865234e-01 -8.117183297872543335e-02 -7.384194433689117432e-02 -5.861495435237884521e-02 -6.488367915153503418e-02 -6.731461733579635620e-02
-7.375352382659912109e-01 -6.584185957908630371e-01 -8.149443566799163818e-02 -7.037334889173507690e-02 -5.544847995042800903e-02 -6.146564334630966187e-02 -6.387880444526672363e-02
-7.395208477973937988e-01 -6.574326753616333008e-01 -8.184301853179931641e-02 -6.680129468441009521e-02 -5.220070108771324158e-02 -5.795900523662567139e-02 -6.038504838943481445e-02
-7.415059208869934082e-01 -6.563825607299804688e-01 -8.223307132720947266e-02 -6.319008022546768188e-02 -4.888984933495521545e-02 -5.437720939517021179e-02 -5.681963264942169189e-02
-7.435693740844726562e-01 -6.551902294158935547e-01 -8.265907317399978638e-02 -5.944834649562835693e-02 -4.547080025076866150e-02 -5.071238055825233459e-02 -5.314531922340393066e-02
-7.456169724464416504e-01 -6.539435386657714844e-01 -8.311538398265838623e-02 -5.565390363335609436e-02 -4.200395941734313965e-02 -4.694723337888717651e-02 -4.938835650682449341e-02
-7.477228641510009766e-01 -6.525580286979675293e-01 -8.360841125249862671e-02 -5.174412578344345093e-02 -3.842933475971221924e-02 -4.311510547995567322e-02 -4.555268213152885437e-02
-7.498459815979003906e-01 -6.510691046714782715e-01 -8.414056152105331421e-02 -4.776068404316902161e-02 -3.478066623210906982e-02 -3.919478505849838257e-02 -4.163186624646186829e-02
-7.519960403442382812e-01 -6.494631767272949219e-01 -8.470035344362258911e-02 -4.368566349148750305e-02 -3.105730935931205750e-02 -3.518518060445785522e-02 -3.760948404669761658e-02
-7.541513442993164062e-01 -6.477544307708740234e-01 -8.527813851833343506e-02 -3.953600302338600159e-02 -2.726829610764980316e-02 -3.108339756727218628e-02 -3.353693708777427673e-02
-7.563490867614746094e-01 -6.458984017372131348e-01 -8.590592443943023682e-02 -3.526660427451133728e-02 -2.334937639534473419e-02 -2.688356116414070129e-02 -2.932284027338027954e-02
-7.585598826408386230e-01 -6.439128518104553223e-01 -8.655439317226409912e-02 -3.093292191624641418e-02 -1.938324049115180969e-02 -2.259772829711437225e-02 -2.506577968597412109e-02
-7.607610225677490234e-01 -6.418223381042480469e-01 -8.723673969507217407e-02 -2.650062926113605499e-02 -1.532737910747528076e-02 -1.823100075125694275e-02 -2.066288515925407410e-02
-7.630004882812500000e-01 -6.395608186721801758e-01 -8.793023228645324707e-02 -2.195435762405395508e-02 -1.118114683777093887e-02 -1.376267988234758377e-02 -1.624737866222858429e-02
-7.652455568313598633e-01 -6.371544599533081055e-01 -8.867231011390686035e-02 -1.734737679362297058e-02 -6.958988495171070099e-03 -9.221598505973815918e-03 -1.167206466197967529e-02
-7.674800753593444824e-01 -6.346188783645629883e-01 -8.942253887653350830e-02 -1.263562683016061783e-02 -2.630307804793119431e-03 -4.575551487505435944e-03 -7.028250489383935928e-03
-7.697240710258483887e-01 -6.319164037704467773e-01 -9.020279347896575928e-02 -7.833851501345634460e-03 1.779641956090927124e-03 1.584759447723627090e-04 -2.321458421647548676e-03
-7.719618678092956543e-01 -6.290597915649414062e-01 -9.099191427230834961e-02 -2.927877008914947510e-03 6.250475067645311356e-03 5.005585495382547379e-03 2.524480689316987991e-03
-7.741881012916564941e-01 -6.260414123535156250e-01 -9.182073175907135010e-02 2.066483953967690468e-03 1.079139392822980881e-02 9.891013614833354950e-03 7.435828447341918945e-03
-7.764298915863037109e-01 -6.228190064430236816e-01 -9.265800565481185913e-02 7.125999312847852707e-03 1.548154000192880630e-02 1.491457223892211914e-02 1.244215108454227448e-02
-7.786312699317932129e-01 -6.194548010826110840e-01 -9.350934624671936035e-02 1.232229638844728470e-02 2.018831111490726471e-02 1.998125016689300537e-02 1.750103756785392761e-02
-7.808042168617248535e-01 -6.159164905548095703e-01 -9.437409788370132446e-02 1.757587678730487823e-02 2.501532994210720062e-02 2.517933398485183716e-02 2.272381447255611420e-02
-7.829855680465698242e-01 -6.121532320976257324e-01 -9.526111930608749390e-02 2.292393706738948822e-02 2.989908307790756226e-02 3.044999577105045319e-02 2.793746814131736755e-02
-7.850993275642395020e-01 -6.082461476325988770e-01 -9.614284336566925049e-02 2.835565432906150818e-02 3.489478304982185364e-02 3.580195829272270203e-02 3.329731151461601257e-02
-7.872219681739807129e-01 -6.040886044502258301e-01 -9.704261273145675659e-02 3.388473391532897949e-02 3.992892056703567505e-02 4.120051115751266479e-02 3.874697908759117126e-02
-7.892637252807617188e-01 -5.997833609580993652e-01 -9.794225543737411499e-02 3.948737308382987976e-02 4.504662379622459412e-02 4.673109948635101318e-02 4.424494504928588867e-02
-7.912779450416564941e-01 -5.952431559562683105e-01 -9.884897619485855103e-02 4.516363516449928284e-02 5.028073117136955261e-02 5.235314369201660156e-02 4.984887689352035522e-02
-7.932386994361877441e-01 -5.905134677886962891e-01 -9.975238144397735596e-02 5.092332139611244202e-02 5.551125109195709229e-02 5.797716975212097168e-02 5.549417436122894287e-02
-7.951574921607971191e-01 -5.855311751365661621e-01 -1.006478741765022278e-01 5.679091066122055054e-02 6.088826060295104980e-02 6.375294923782348633e-02 6.124326586723327637e-02
-7.969939112663269043e-01 -5.803768634796142578e-01 -1.015506908297538757e-01 6.269644200801849365e-02 6.625902652740478516e-02 6.951268017292022705e-02 6.706621497869491577e-02
-7.987784147262573242e-01 -5.749644637107849121e-01 -1.024403721094131470e-01 6.867899745702743530e-02 7.173715531826019287e-02 7.544470578432083130e-02 7.293777167797088623e-02
-8.004706501960754395e-01 -5.693591833114624023e-01 -1.033113598823547363e-01 7.474065572023391724e-02 7.728303223848342896e-02 8.138133585453033447e-02 7.887963950634002686e-02
-8.021150231361389160e-01 -5.634814500808715820e-01 -1.041835844516754150e-01 8.086778968572616577e-02 8.286266028881072998e-02 8.737870305776596069e-02 8.488319814205169678e-02
-8.036437034606933594e-01 -5.574160814285278320e-01 -1.050201505422592163e-01 8.704474568367004395e-02 8.852218836545944214e-02 9.344700723886489868e-02 9.093794226646423340e-02
-8.050798177719116211e-01 -5.511232018470764160e-01 -1.058523654937744141e-01 9.327706694602966309e-02 9.418749809265136719e-02 9.954018890857696533e-02 9.708099067211151123e-02
-8.064295649528503418e-01 -5.445773005485534668e-01 -1.066537201404571533e-01 9.955211728811264038e-02 9.994547069072723389e-02 1.057137399911880493e-01 1.032321900129318237e-01
-8.076896071434020996e-01 -5.377681851387023926e-01 -1.074281632900238037e-01 1.059056371450424194e-01 1.057192087173461914e-01 1.119511425495147705e-01 1.094370633363723755e-01
-8.088425993919372559e-01 -5.307336449623107910e-01 -1.081674546003341675e-01 1.122889667749404907e-01 1.115207821130752563e-01 1.181604638695716858e-01 1.157054975628852844e-01
-8.098574876785278320e-01 -5.234898328781127930e-01 -1.088888645172119141e-01 1.187154725193977356e-01 1.173857599496841431e-01 1.244351342320442200e-01 1.219652816653251648e-01
-8.107534050941467285e-01 -5.159987807273864746e-01 -1.095650643110275269e-01 1.251617521047592163e-01 1.232700720429420471e-01 1.307685226202011108e-01 1.282899677753448486e-01
-8.115384578704833984e-01 -5.082418322563171387e-01 -1.102096512913703918e-01 1.316596269607543945e-01 1.291619986295700073e-01 1.371170282363891602e-01 1.346523910760879517e-01
-8.122045993804931641e-01 -5.002956986427307129e-01 -1.107990816235542297e-01 1.380953490734100342e-01 1.350609958171844482e-01 1.434269696474075317e-01 1.409551352262496948e-01
-8.127359151840209961e-01 -4.920276701450347900e-01 -1.113339886069297791e-01 1.446499973535537720e-01 1.410218775272369385e-01 1.498074978590011597e-01 1.473794430494308472e-01
-8.130999207496643066e-01 -4.836156368255615234e-01 -1.118356212973594666e-01 1.511952131986618042e-01 1.469497680664062500e-01 1.561571210622787476e-01 1.537464112043380737e-01
-8.133478760719299316e-01 -4.749462008476257324e-01 -1.122929379343986511e-01 1.577120870351791382e-01 1.528592407703399658e-01 1.625479757785797119e-01 1.600649803876876831e-01
-8.134520053863525391e-01 -4.659890830516815186e-01 -1.126774623990058899e-01 1.642230302095413208e-01 1.588491797447204590e-01 1.688897460699081421e-01 1.665165424346923828e-01
-8.133797049522399902e-01 -4.568788707256317139e-01 -1.130163371562957764e-01 1.708057969808578491e-01 1.647207140922546387e-01 1.752651333808898926e-01 1.728494167327880859e-01
-8.131669163703918457e-01 -4.475640058517456055e-01 -1.132728755474090576e-01 1.772595643997192383e-01 1.706398129463195801e-01 1.815710365772247314e-01 1.791879236698150635e-01
-8.128074407577514648e-01 -4.379365146160125732e-01 -1.134957894682884216e-01 1.837706267833709717e-01 1.765378415584564209e-01 1.879077702760696411e-01 1.855469942092895508e-01
-8.122893571853637695e-01 -4.281758368015289307e-01 -1.136173605918884277e-01 1.902286559343338013e-01 1.823782920837402344e-01 1.941770911216735840e-01 1.918045431375503540e-01
-8.115917444229125977e-01 -4.181714951992034912e-01 -1.136951595544815063e-01 1.966838389635086060e-01 1.882309168577194214e-01 2.004342079162597656e-01 1.980800032615661621e-01
-8.107502460479736328e-01 -4.080042243003845215e-01 -1.136935055255889893e-01 2.030516713857650757e-01 1.940284669399261475e-01 2.065776586532592773e-01 2.043013125658035278e-01
-8.097669482231140137e-01 -3.975593149662017822e-01 -1.136190071702003479e-01 2.094051092863082886e-01 1.997456103563308716e-01 2.127859443426132202e-01 2.104476392269134521e-01
-8.085815906524658203e-01 -3.870290517807006836e-01 -1.134529560804367065e-01 2.157064825296401978e-01 2.054203897714614868e-01 2.188632488250732422e-01 2.165754884481430054e-01
-8.072218298912048340e-01 -3.762719333171844482e-01 -1.132302656769752502e-01 2.219682931900024414e-01 2.111317366361618042e-01 2.249161601066589355e-01 2.226147949695587158e-01
-8.057601451873779297e-01 -3.652862608432769775e-01 -1.129160299897193909e-01 2.281298935413360596e-01 2.166600525379180908e-01 2.308664768934249878e-01 2.286534160375595093e-01
-8.040632009506225586e-01 -3.542821705341339111e-01 -1.125063896179199219e-01 2.342435419559478760e-01 2.221824079751968384e-01 2.367547899484634399e-01 2.345656454563140869e-01
-8.022453784942626953e-01 -3.429951667785644531e-01 -1.120363026857376099e-01 2.402951270341873169e-01 2.276250422000885010e-01 2.425851821899414062e-01 2.404206842184066772e-01
-8.003060221672058105e-01 -3.315020203590393066e-01 -1.114773377776145935e-01 2.462507784366607666e-01 2.330089062452316284e-01 2.483179420232772827e-01 2.461608946323394775e-01
-7.981038093566894531e-01 -3.200505971908569336e-01 -1.108014062047004700e-01 2.521259784698486328e-01 2.383033633232116699e-01 2.540346086025238037e-01 2.518558800220489502e-01
-7.958236932754516602e-01 -3.083776235580444336e-01 -1.100656315684318542e-01 2.579270899295806885e-01 2.435306757688522339e-01 2.595079839229583740e-01 2.574401795864105225e-01
-7.933740019798278809e-01 -2.965325117111206055e-01 -1.092270687222480774e-01 2.636345922946929932e-01 2.486208379268646240e-01 2.650246620178222656e-01 2.629486024379730225e-01
-7.907898426055908203e-01 -2.845824360847473145e-01 -1.083054468035697937e-01 2.692179977893829346e-01 2.536367177963256836e-01 2.703924775123596191e-01 2.683506906032562256e-01
-7.879956364631652832e-01 -2.726066410541534424e-01 -1.072956249117851257e-01 2.747640609741210938e-01 2.586195468902587891e-01 2.756378650665283203e-01 2.736431658267974854e-01
