9.390161037445068359e-01 -3.438631594181060791e-01 -2.599784173071384430e-03
9.388701915740966797e-01 -3.441968262195587158e-01 -7.163033820688724518e-03
9.387578964233398438e-01 -3.443782925605773926e-01 -1.170979812741279602e-02
9.386245608329772949e-01 -3.445493578910827637e-01 -1.642064005136489868e-02
9.385518431663513184e-01 -3.444913625717163086e-01 -2.112117409706115723e-02
9.384776353836059570e-01 -3.443601429462432861e-01 -2.599577605724334717e-02
9.384153485298156738e-01 -3.441256582736968994e-01 -3.088900446891784668e-02
9.383841753005981445e-01 -3.437233865261077881e-01 -3.590798750519752502e-02
9.383757710456848145e-01 -3.431748449802398682e-01 -4.100941866636276245e-02
9.383844137191772461e-01 -3.424976468086242676e-01 -4.615304246544837952e-02
9.384222626686096191e-01 -3.416446745395660400e-01 -5.140659213066101074e-02
9.384718537330627441e-01 -3.406591415405273438e-01 -5.676137283444404602e-02
9.385379552841186523e-01 -3.395156562328338623e-01 -6.225457042455673218e-02
9.386209249496459961e-01 -3.382290303707122803e-01 -6.776373833417892456e-02
9.387592673301696777e-01 -3.366708159446716309e-01 -7.337522506713867188e-02
9.388835430145263672e-01 -3.350236415863037109e-01 -7.910019904375076294e-02
9.390641450881958008e-01 -3.330876529216766357e-01 -8.491895347833633423e-02
9.392384886741638184e-01 -3.310419619083404541e-01 -9.078690409660339355e-02
9.394683837890625000e-01 -3.286876976490020752e-01 -9.676561504602432251e-02
9.396829605102539062e-01 -3.262085914611816406e-01 -1.028776615858078003e-01
9.399368762969970703e-01 -3.234356641769409180e-01 -1.091242358088493347e-01
9.401982426643371582e-01 -3.205105364322662354e-01 -1.153268218040466309e-01
9.405041933059692383e-01 -3.172357678413391113e-01 -1.217097416520118713e-01
9.407947659492492676e-01 -3.137838244438171387e-01 -1.282374411821365356e-01
9.411519765853881836e-01 -3.099813461303710938e-01 -1.347020417451858521e-01
9.414868354797363281e-01 -3.059912919998168945e-01 -1.413222551345825195e-01
9.418331980705261230e-01 -3.016804158687591553e-01 -1.481183767318725586e-01
9.422131776809692383e-01 -2.970772683620452881e-01 -1.548530757427215576e-01
9.425964355468750000e-01 -2.921287417411804199e-01 -1.617796421051025391e-01
9.429690241813659668e-01 -2.869116961956024170e-01 -1.687928736209869385e-01
9.433597922325134277e-01 -2.814184129238128662e-01 -1.757158339023590088e-01
9.437505006790161133e-01 -2.755001485347747803e-01 -1.828512549400329590e-01
9.441384077072143555e-01 -2.692195177078247070e-01 -1.900622844696044922e-01
9.444952011108398438e-01 -2.627082467079162598e-01 -1.972640156745910645e-01
9.448773860931396484e-01 -2.556598186492919922e-01 -2.045597881078720093e-01
9.452238678932189941e-01 -2.483471632003784180e-01 -2.118381410837173462e-01
9.455409049987792969e-01 -2.406373023986816406e-01 -2.191943228244781494e-01
9.458306431770324707e-01 -2.325150072574615479e-01 -2.265860587358474731e-01
9.460881352424621582e-01 -2.240236252546310425e-01 -2.339458018541336060e-01
9.463020563125610352e-01 -2.150450944900512695e-01 -2.413874715566635132e-01
9.464807510375976562e-01 -2.056625038385391235e-01 -2.487509548664093018e-01
9.465838670730590820e-01 -1.959168016910552979e-01 -2.561163008213043213e-01
9.466024637222290039e-01 -1.857372224330902100e-01 -2.635251581668853760e-01
9.466118216514587402e-01 -1.750468015670776367e-01 -2.707116007804870605e-01
9.464845061302185059e-01 -1.639817208051681519e-01 -2.779874205589294434e-01
9.462637901306152344e-01 -1.525037139654159546e-01 -2.851795256137847900e-01
9.459614157676696777e-01 -1.405637264251708984e-01 -2.922306656837463379e-01
9.455691576004028320e-01 -1.281614601612091064e-01 -2.991213798522949219e-01
9.450431466102600098e-01 -1.153296083211898804e-01 -3.059289455413818359e-01
9.444096088409423828e-01 -1.021200120449066162e-01 -3.125094771385192871e-01
9.435806274414062500e-01 -8.853447437286376953e-02 -3.190882802009582520e-01
9.426663517951965332e-01 -7.442253828048706055e-02 -3.253328204154968262e-01
9.415842294692993164e-01 -5.999310314655303955e-02 -3.313908278942108154e-01
9.403656125068664551e-01 -4.525941237807273865e-02 -3.371409177780151367e-01
9.389849901199340820e-01 -2.998533658683300018e-02 -3.426484763622283936e-01
9.373842477798461914e-01 -1.463059894740581512e-02 -3.479896783828735352e-01
9.356347322463989258e-01 1.272198627702891827e-03 -3.529677391052246094e-01
9.337106943130493164e-01 1.726081594824790955e-02 -3.576121628284454346e-01
9.316208958625793457e-01 3.365772217512130737e-02 -3.618697226047515869e-01
9.293344020843505859e-01 5.018001049757003784e-02 -3.658134937286376953e-01
9.268906712532043457e-01 6.698003411293029785e-02 -3.693066835403442383e-01
9.242399930953979492e-01 8.380310982465744019e-02 -3.725017011165618896e-01
9.214624762535095215e-01 1.009325385093688965e-01 -3.751259446144104004e-01
9.184347987174987793e-01 1.180024966597557068e-01 -3.775618374347686768e-01
9.152906537055969238e-01 1.351640522480010986e-01 -3.794386386871337891e-01
9.120385050773620605e-01 1.523143053054809570e-01 -3.807703852653503418e-01
9.085974097251892090e-01 1.694774776697158813e-01 -3.817435204982757568e-01
9.049791097640991211e-01 1.866083592176437378e-01 -3.823482096195220947e-01
9.013743996620178223e-01 2.035237997770309448e-01 -3.822332322597503662e-01
8.975526094436645508e-01 2.203264236450195312e-01 -3.819103240966796875e-01
8.936273455619812012e-01 2.370637059211730957e-01 -3.810919225215911865e-01
8.897114992141723633e-01 2.534185647964477539e-01 -3.797268569469451904e-01
8.857229948043823242e-01 2.696169316768646240e-01 -3.778910040855407715e-01
8.816140890121459961e-01 2.855737209320068359e-01 -3.757714331150054932e-01
8.775551319122314453e-01 3.011270761489868164e-01 -3.731212317943572998e-01
8.734398484230041504e-01 3.164058923721313477e-01 -3.701217174530029297e-01
