space_index,space_matrix,40,80,120,160,200,240,280,320,360,400,440,480,520,560,600,640,680,720,760,800,840,880,920,960,1000,1040,1080,1120,1160,1200,1240,1280,1320,1360,1400,1440,1480,1520,1560,1600
1,"1 0;0 0;0 1;0 1",0,0,0,0,82,70,53,50,45,38,32,22,14,10,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"1 1;1 0;0 1;0 1",0,0,0,0,61,61,65,44,40,38,21,16,5,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
