radius,40,80,120,160,200,240,280,320,360,400,440,480,520,560,600,640,680,720,760,800,840,880,920,960,1000,1040,1080,1120,1160,1200,1240,1280,1320,1360,1400,1440,1480,1520,1560,1600
0.0,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150
0.002,150,150,150,150,150,150,150,150,150,150,150,150,150,149,150,149,150,149,149,148,149,147,144,144,143,141,143,143,143,141,136,135,136,129,135,136,131,130,119,121
0.004,150,150,150,150,150,150,150,150,150,150,150,148,146,145,142,143,145,135,133,136,135,124,131,120,122,112,113,124,118,109,100,103,99,75,105,91,94,85,76,72
0.006,150,150,150,150,150,150,150,150,150,150,150,148,144,144,139,140,143,132,129,130,127,117,125,109,110,103,102,106,97,94,92,84,82,67,85,64,69,62,58,55
0.008,150,150,150,150,150,150,150,150,150,150,150,146,143,143,136,134,135,123,125,117,116,110,114,99,103,86,81,85,76,76,69,67,66,57,62,47,45,37,37,28
0.01,150,150,150,149,149,150,147,150,149,149,145,142,139,131,119,112,128,105,102,89,100,87,82,73,74,60,58,67,49,60,50,47,48,41,42,33,24,26,16,16
0.012,150,150,150,148,149,150,146,149,146,149,143,140,136,128,116,108,123,98,94,81,88,78,74,63,66,56,44,57,42,56,41,41,40,35,33,30,22,24,13,14
0.014,150,150,150,148,148,147,138,144,142,144,138,134,129,115,104,89,108,85,83,74,81,69,66,51,55,50,37,50,37,48,35,38,38,34,31,30,22,24,13,14
0.016,150,150,150,148,148,146,137,141,142,141,137,128,127,111,100,85,97,80,79,68,76,64,63,48,53,46,35,46,36,45,35,38,36,34,31,29,22,24,12,14
0.018,150,150,148,148,144,144,134,137,137,137,133,122,121,101,92,79,85,72,71,58,66,59,52,40,48,43,30,41,31,43,29,29,28,32,26,27,19,21,9,11
0.02,150,150,148,147,141,141,133,128,129,131,131,111,107,89,80,67,69,65,59,48,55,48,40,33,35,30,25,34,24,32,22,22,15,25,17,18,10,9,5,7
0.022,150,150,148,145,139,141,133,123,123,126,125,104,101,82,73,64,64,60,56,47,49,43,37,32,33,27,18,34,23,28,19,22,13,23,16,15,8,9,4,7
0.024,150,150,148,145,138,140,131,120,118,121,115,97,98,79,70,62,64,59,54,46,47,42,37,32,33,24,18,33,23,27,17,22,13,22,16,15,7,8,4,5
0.026,150,150,147,142,135,129,123,115,111,116,108,91,92,77,69,60,64,59,54,44,47,42,37,32,31,24,18,32,23,26,16,22,12,21,15,14,6,8,4,4
0.028,150,150,147,139,135,125,120,114,106,115,105,89,87,72,64,57,63,57,52,42,43,40,36,32,29,24,17,32,23,26,15,22,11,21,15,13,6,8,4,4
0.03,150,150,147,138,133,124,119,113,104,113,104,85,84,70,63,55,63,56,51,42,43,39,36,32,29,24,17,32,23,25,15,19,11,18,15,13,6,8,3,4
0.032,150,150,146,136,131,120,118,112,103,108,100,83,79,64,62,51,61,54,49,37,42,37,35,28,25,20,16,27,17,18,12,16,8,11,14,9,5,4,3,2
0.034,150,150,145,135,130,120,117,106,100,104,99,82,77,63,59,50,61,51,47,35,41,37,32,25,24,18,16,23,15,14,12,13,8,9,13,8,4,4,3,2
0.036,150,150,145,131,124,111,109,101,96,91,95,71,68,54,53,44,54,44,44,30,34,32,28,23,22,15,14,18,14,14,12,9,6,9,12,7,4,4,3,2
0.038,150,150,143,129,123,106,105,99,92,90,92,67,66,53,52,43,53,40,44,30,33,31,28,23,22,15,14,17,14,14,12,9,6,8,12,7,4,4,3,2
0.04,150,150,143,127,121,105,101,97,90,86,87,64,61,52,48,43,52,36,40,30,28,30,26,20,21,15,14,14,11,13,8,9,6,7,9,6,3,2,2,1
0.042,150,150,141,127,118,105,97,95,88,84,85,59,57,50,46,40,51,33,39,30,27,28,23,20,21,14,14,13,10,13,8,9,6,7,6,5,3,2,2,1
0.044,150,150,139,125,113,104,95,92,84,78,79,56,54,45,41,37,46,31,38,28,26,27,21,19,21,13,14,13,9,12,8,9,5,6,6,4,3,1,2,1
