step,impact_time,step_period,theta_ns,theta_s,dtheta_ns,dtheta_s
23,17.215734655723345,0.6896823869073229,-0.429497351337482,0.2549644261380491,-0.028851140903712748,-1.201805736413541
24,18.011483628407763,0.7957489726844197,-0.39234811962116617,0.21781519442173305,-0.10800676394252413,-1.161444888791925
25,18.72894870214147,0.7174650737337056,-0.4272996575922803,0.25276673239284736,0.00041342470019145594,-1.1846013771796402
26,19.527966206755195,0.7990175046137272,-0.3823528350847843,0.2078199098853498,-0.1597488492350049,-1.1603463035282398
27,20.21764859378962,0.689682387034422,-0.4294973513457778,0.25496442614634496,-0.028851140655420694,-1.2018057363239607
28,21.013397566541997,0.7957489727523797,-0.3923481195164242,0.21781519431699128,-0.10800676445677056,-1.1614448887799524
29,21.730862639990814,0.7174650734488183,-0.4272996576524627,0.2527667324530296,0.00041342466184062236,-1.1846013773238686
30,22.529880144685148,0.7990175046943319,-0.38235283505061535,0.20781990985118104,-0.15974884932376662,-1.1603463035105406
31,23.21956253162694,0.6896823869417936,-0.429497351339732,0.25496442614029885,-0.02885114083637319,-1.201805736389246
32,24.01531150432979,0.7957489727028505,-0.3923481195927601,0.21781519439332733,-0.10800676408198556,-1.1614448887886772
33,24.732776577986236,0.7174650736564453,-0.4272996576086014,0.2527667324091684,0.0004134246897891103,-1.1846013772187551
34,25.531794082621822,0.7990175046355861,-0.38235283507551904,0.20781990987608454,-0.15974884925907207,-1.1603463035234407
35,26.221476469631128,0.6896823870093044,-0.4294973513441384,0.2549644261447055,-0.028851140704487577,-1.2018057363416634
36,27.017225442370076,0.7957489727389492,-0.39234811953712423,0.21781519433769142,-0.10800676435513878,-1.1614448887823177
37,27.734690515875197,0.7174650735051212,-0.42729965764056804,0.2527667324411349,0.00041342466941500793,-1.1846013772953645
38,28.533708020553597,0.7990175046783998,-0.38235283505737083,0.20781990985793647,-0.15974884930621303,-1.1603463035140384
39,29.223390407513705,0.6896823869601075,-0.42949735134092704,0.2549644261414942,-0.02885114080059772,-1.2018057363763384
40,30.01913938022635,0.7957489727126432,-0.3923481195776673,0.2178151943782341,-0.10800676415608841,-1.1614448887869528
41,30.736604453841743,0.7174650736153929,-0.4272996576172736,0.25276673241784064,0.0004134246842625089,-1.1846013772395385
42,31.535621958488942,0.7990175046472011,-0.3823528350705952,0.20781990987116056,-0.15974884927186253,-1.1603463035208896
43,32.2253043454849,0.6896823869959563,-0.4294973513432674,0.25496442614383447,-0.02885114073056272,-1.2018057363510715
44,33.021053318216715,0.7957489727318128,-0.39234811954812326,0.21781519434869034,-0.10800676430113826,-1.1614448887835758
45,33.738518391751754,0.7174650735350366,-0.4272996576342489,0.25276673243481607,0.00041342467344662737,-1.1846013772802189
46,34.537535896421694,0.7990175046699377,-0.3823528350609565,0.20781990986152188,-0.15974884929690278,-1.1603463035158967
47,35.22721828339152,0.6896823869698266,-0.42949735134156203,0.25496442614212916,-0.02885114078160669,-1.201805736369488
48,36.02296725610936,0.7957489727178417,-0.39234811956965604,0.21781519437022315,-0.10800676419541909,-1.1614448887860365
