t,step,event,theta_ns,theta_s,dtheta_ns,dtheta_s,hip_x,hip_y,swing_x,swing_y,support_x,support_y
0.0,0,post_impact,-0.394646896303,0.219415839402,-0.097321131256,-1.162198996812,-0.2176595050409739,0.9760247639610986,-0.6021417563674271,0.05289237994733098,0.0,0.0
0.01,0,flow,-0.3950065269787146,0.20798420764692263,0.025399111147613194,-1.1243049238800595,-0.20648797041250597,0.9784491392376632,-0.5913021835914835,0.055455086529063946,0.0,0.0
0.02,0,flow,-0.3941392061902093,0.19692625783842135,0.1480315502641702,-1.0874559025950081,-0.19565592507483867,0.9806726054005532,-0.5796694616872592,0.057345142525966564,0.0,0.0
0.03,0,flow,-0.39204694965613984,0.18623173391581557,0.2703476583401895,-1.0516137375827195,-0.1851571095999638,0.9827089318636455,-0.567237969188044,0.058580035693617916,0.0,0.0
0.04,0,flow,-0.3887340909068225,0.1758907395642539,0.39211211824317405,-1.0167448085155169,-0.1749852032956094,0.98457106326948,-0.5540024633114174,0.059181460664118224,0.0,0.0
0.05,0,flow,-0.3842073576886386,0.1658936884635021,0.5130811188055241,-0.982820869648178,-0.16513381598504961,0.9862711710367569,-0.53995821517915,0.05917534547783354,0.0,0.0
0.06,0,flow,-0.37847596544363443,0.15623124657631163,0.6330006494782254,-0.9498198405903809,-0.1555964677807661,0.9878207019566603,-0.5251011899808028,0.05859184948173113,0.0,0.0
0.07,0,flow,-0.3715517277042598,0.14689426662301258,0.7516048293119729,-0.9177265759566595,-0.14636655736321685,0.9892304235544114,-0.5094282715598376,0.05746532886336675,0.0,0.0
0.08,0,flow,-0.3634491828422601,0.13787371502923848,0.8686143156369367,-0.8865335981661455,-0.13743731939697643,0.9905104659906292,-0.4929375300608153,0.05583426525693869,0.0,0.0
0.09,0,flow,-0.3541857361002114,0.12916059180944667,0.9837348493517696,-0.8562417739063152,-0.12880177187191183,0.9916703603328356,-0.47562853027479013,0.05374115210027852,0.0,0.0
0.1,0,flow,-0.34378181520376727,0.12074584406371874,1.096656006089636,-0.8268609107532479,-0.1204526543507735,0.9927190730815305,-0.4575026771360903,0.05123233279231254,0.0,0.0
0.11,0,flow,-0.33226103709701843,0.11262027402085599,1.2070502350962282,-0.7984102463620505,-0.11238235833856362,0.9936650368883182,-0.438563593444526,0.048357784263676096,0.0,0.0
0.12,0,flow,-0.3196503824645708,0.1047744428561821,1.3145722795405281,-0.7709187988053882,-0.10458285126269677,0.9945161774560355,-0.41881752331304734,0.045170839403855134,0.0,0.0
0.13,0,flow,-0.3059803737145957,0.09719857184336117,1.4188590819736453,-0.7444255434504269,-0.09704559586214918,0.9952799366629272,-0.3982737530908869,0.041727841970362056,0.0,0.0
0.14,0,flow,-0.2912852510235378,0.08988244275698432,1.5195302852194652,-0.7189793797358187,-0.08976146711976636,0.9959632920045333,-0.3769450396293878,0.038087728227791384,0.0,0.0
0.15,0,flow,-0.27560313992853364,0.08281529981213422,1.6161894403010415,-0.6946388509436491,-0.08272066922033908,0.9965727724976934,-0.3548480338148058,0.03431153071411708,0.0,0.0
0.16,0,flow,-0.25897620286032763,0.07598575578770822,1.708426027072142,-0.6714715822166049,-0.07591265535730009,0.99711447124019,-0.33200368539603364,0.030461801283860557,0.0,0.0
0.17,0,flow,-0.24145076602025506,0.06938170530443594,1.7958183780262835,-0.6495534073035557,-0.06932605351565278,0.9975940548659784,-0.30843761342762743,0.026601952984370847,0.0,0.0
0.18,0,flow,-0.2230774122213602,0.06299024848255876,1.8779375695608584,-0.6289671633873894,-0.06294860159457509,0.9980167701783811,-0.2841804253051708,0.022795523395024775,0.0,0.0
0.19,0,flow,-0.2039110298521246,0.056797628349708515,1.9543523066766553,-0.6098011462044108,-0.05676709536198077,0.9983874482805579,-0.25926796659173246,0.01910536575724764,0.0,0.0
0.2,0,flow,-0.1840108081039801,0.0507891853664323,2.0246347766308137,-0.5921472345045721,-0.05076735271523472,0.9987105065524678,-0.23374148383252635,0.015592778433463739,0.0,0.0
0.21,0,flow,-0.16344016914684315,0.04494933224716553,2.088367385822008,-0.5760987132468642,-0.04493419751954771,0.9989899488449693,-0.20764768353032145,0.012316587762274511,0.0,0.0
0.22,0,flow,-0.1422666291338907,0.03926155184798978,2.145150225324702,-0.5617478477156003,-0.039251465878236684,0.9992293642734933,-0.18103867256774936,0.00933220394865153,0.0,0.0
0.23,0,flow,-0.1205615818202888,0.03370842025262104,2.1946090390421458,-0.5491832843086988,-0.0337020370405207,0.9994319249950541,-0.15397176870398877,0.0066906738900154306,0.0,0.0
0.24,0,flow,-0.09840000118400838,0.02827165631772142,2.2364034011476432,-0.5384873758681172,-0.02826789027578728,0.9996003833429418,-0.12650917432896153,0.004437758387812352,0.0,0.0
0.25,0,flow,-0.07586006266004414,0.022932197864991625,2.270234754191803,-0.5297335475153087,-0.022930187965357562,0.9997370686734954,-0.09871751228679536,0.0026130636108366856,0.0,0.0
0.26,0,flow,-0.053022686281662776,0.017670303484102538,2.295853924013644,-0.5229838303922312,-0.01766938393696904,0.9998438842495803,-0.07066722900096889,0.0012492575773893622,0.0,0.0
0.27,0,flow,-0.02997100892682318,0.012465677615767418,2.3130677193982754,-0.5182866932158094,-0.012465354771522828,0.9999223044469105,-0.0424318769332449,0.0003714015162338269,0.0,0.0
0.28,0,flow,-0.006789796698415706,0.007297615315911688,2.321744247893144,-0.5156752936380405,-0.007297550543436648,0.9999733725235217,-0.01408729507218582,-3.576895430845717e-06,0.0,0.0
0.29,0,flow,0.01643518810183693,0.0021451619657339898,2.3218166354334993,-0.5151662527242589,-0.0021451603204952984,0.9999976991409527,0.014289287891744691,0.00013275380485422428,0.0,0.0
0.3,0,flow,0.03961784822412903,-0.003012717704863534,2.313284923410211,-0.5167590274222917,0.003012713147392978,0.999995461769448,0.042620198328089574,0.0007801460753474876,0.0,0.0
0.31,0,flow,0.0626724220490541,-0.008196967485051842,2.2962160252556303,-0.5204359200953628,0.008196875692609006,0.9999664050501297,0.07082827800254693,0.0019296785492004531,0.0,0.0
0.32,0,flow,0.08551414398011994,-0.01342827084889982,2.27074174518617,-0.5261627244094705,0.01342786729168945,0.9999098421257773,0.0988378266034368,0.003563948948931972,0.0,0.0
