step,impact_time,step_period,theta_ns,theta_s,dtheta_ns,dtheta_s
1,0.7482409701291417,0.7482409701291417,-0.3687116041319757,0.2290852639724295,-0.21641142368882207,-1.1398991121815978
2,1.4964819402596024,0.7482409701304608,-0.3687116041309356,0.22908526397138942,-0.21641142369261246,-1.1398991121808422
3,2.2447229103874786,0.7482409701278763,-0.3687116041320046,0.22908526397245804,-0.2164114236906304,-1.1398991121821724
4,2.992963880517738,0.7482409701302591,-0.3687116041312188,0.22908526397167256,-0.21641142369150154,-1.1398991121810254
5,3.7412048506463282,0.7482409701285905,-0.36871160413170123,0.22908526397215478,-0.2164114236912166,-1.1398991121818023
6,4.489445820775908,0.7482409701295791,-0.3687116041314462,0.22908526397190002,-0.2164114236912365,-1.1398991121813535
7,5.237686790904983,0.7482409701290755,-0.3687116041315595,0.22908526397201315,-0.21641142369130578,-1.1398991121815756
8,5.985927761034271,0.748240970129288,-0.36871160413152193,0.22908526397197554,-0.21641142369122834,-1.1398991121814865
9,6.734168731163496,0.7482409701292251,-0.3687116041315255,0.2290852639719793,-0.2164114236912866,-1.1398991121815094
10,7.48240970129272,0.7482409701292245,-0.368711604131533,0.22908526397198642,-0.21641142369125355,-1.139899112181513
11,8.230650671421964,0.748240970129243,-0.3687116041315249,0.2290852639719783,-0.21641142369126884,-1.139899112181503
12,8.978891641551188,0.7482409701292249,-0.3687116041315309,0.2290852639719845,-0.21641142369126173,-1.1398991121815114
13,9.727132611680426,0.7482409701292381,-0.36871160413152715,0.2290852639719807,-0.21641142369126315,-1.1398991121815052
14,10.475373581809658,0.748240970129231,-0.3687116041315287,0.22908526397198228,-0.21641142369126598,-1.139899112181509
15,11.22361455193889,0.7482409701292332,-0.36871160413152865,0.22908526397198226,-0.2164114236912621,-1.1398991121815076
16,11.971855522068125,0.748240970129234,-0.3687116041315278,0.2290852639719813,-0.21641142369126634,-1.1398991121815076
17,12.720096492197356,0.7482409701292312,-0.36871160413152887,0.22908526397198256,-0.2164114236912642,-1.1398991121815087
18,13.468337462326591,0.7482409701292339,-0.368711604131528,0.22908526397198176,-0.21641142369126493,-1.1398991121815074
19,14.216578432455824,0.7482409701292326,-0.36871160413152815,0.22908526397198192,-0.21641142369126493,-1.1398991121815074
20,14.964819402585057,0.7482409701292331,-0.36871160413152815,0.2290852639719818,-0.21641142369126493,-1.1398991121815079
21,15.71306037271429,0.7482409701292323,-0.36871160413152865,0.22908526397198237,-0.21641142369126387,-1.1398991121815087
22,16.461301342843523,0.7482409701292335,-0.3687116041315283,0.2290852639719821,-0.21641142369126243,-1.139899112181507
23,17.209542312972758,0.7482409701292339,-0.3687116041315275,0.22908526397198128,-0.21641142369126812,-1.139899112181508
24,17.95778328310199,0.7482409701292304,-0.36871160413152965,0.22908526397198326,-0.21641142369126173,-1.1398991121815103
25,18.706024253231224,0.7482409701292351,-0.3687116041315283,0.2290852639719818,-0.21641142369126065,-1.1398991121815067
26,19.454265223360455,0.7482409701292329,-0.3687116041315285,0.2290852639719819,-0.21641142369126387,-1.139899112181508
27,20.202506193489686,0.7482409701292324,-0.3687116041315289,0.22908526397198245,-0.2164114236912621,-1.1398991121815085
28,20.95074716361892,0.7482409701292342,-0.36871160413152815,0.22908526397198167,-0.21641142369126387,-1.1398991121815076
29,21.698988133748152,0.7482409701292322,-0.3687116041315289,0.2290852639719826,-0.21641142369126243,-1.1398991121815085
30,22.447229103877387,0.748240970129234,-0.36871160413152826,0.2290852639719819,-0.2164114236912628,-1.1398991121815074
31,23.195470074006618,0.7482409701292329,-0.3687116041315284,0.2290852639719822,-0.2164114236912628,-1.1398991121815079
32,23.943711044135853,0.7482409701292335,-0.3687116041315282,0.2290852639719819,-0.2164114236912642,-1.1398991121815076
33,24.691952014265084,0.7482409701292326,-0.3687116041315283,0.22908526397198217,-0.2164114236912642,-1.1398991121815079
34,25.44019298439432,0.7482409701292333,-0.36871160413152787,0.22908526397198153,-0.21641142369126634,-1.1398991121815074
35,26.18843395452355,0.7482409701292319,-0.36871160413152887,0.22908526397198245,-0.2164114236912628,-1.139899112181508
36,26.936674924652785,0.7482409701292345,-0.3687116041315278,0.2290852639719816,-0.21641142369126457,-1.1398991121815067
37,27.684915894782016,0.7482409701292325,-0.3687116041315281,0.2290852639719818,-0.21641142369126493,-1.1398991121815074
38,28.433156864911247,0.748240970129233,-0.36871160413152826,0.22908526397198206,-0.2164114236912642,-1.139899112181508
39,29.181397835040478,0.748240970129233,-0.3687116041315287,0.2290852639719822,-0.2164114236912635,-1.1398991121815083
40,29.929638805169713,0.7482409701292333,-0.36871160413152815,0.2290852639719819,-0.2164114236912642,-1.1398991121815074
