t,step,event,theta_ns,theta_s,dtheta_ns,dtheta_s,hip_x,hip_y,swing_x,swing_y,support_x,support_y
0.0,0,post_impact,-0.381789947562,0.215983668622,-0.153332476821,-1.153674078371,-0.21430834595131731,0.9767660584068277,-0.5868904812788791,0.04876683834532658,0.0,0.0
0.01,0,flow,-0.38271809202863893,0.20463535870928115,-0.032300332338789255,-1.1161689973444961,-0.2032101403181242,0.979135148420221,-0.5766534323823379,0.051482138069776195,0.0,0.0
0.02,0,flow,-0.3824363995548715,0.19365673298081781,0.08859804991562348,-1.0797307426252107,-0.19244855156709698,0.9813070645826037,-0.5656305159469993,0.053548894873731157,0.0,0.0
0.03,0,flow,-0.38094732228829165,0.1830373118652848,0.20913884508125843,-1.04432222836964,-0.1820169831561191,0.9832953868714859,-0.5538170307095264,0.054982549171131656,0.0,0.0
0.04,0,flow,-0.378255580795099,0.17276696582519552,0.32909193606507114,-1.0099106585218904,-0.1719087773170029,0.9851128728634974,-0.5412087027713257,0.055802609786933854,0.0,0.0
0.05,0,flow,-0.374368234750305,0.1628358687200704,0.4482193586980865,-0.976468273618508,-0.16211720920410203,0.9867715087495552,-0.5278018028544684,0.05603267429234482,0.0,0.0
0.06,0,flow,-0.3692947691683763,0.15323444374720976,0.5662737533248295,-0.943973086754583,-0.1526354696455194,0.9882825574733634,-0.513593305750887,0.055700421383393706,0.0,0.0
0.07,0,flow,-0.3630471959533501,0.1439533021239737,0.6829968554247258,-0.9124095971754485,-0.14345663701840763,0.9896566037244277,-0.4985810913910407,0.054837572089673436,0.0,0.0
0.08,0,flow,-0.3556401701782698,0.13498317480492786,0.7981180668807002,-0.8817694670356458,-0.13457363888010393,0.9909035955725296,-0.48276418617042377,0.05347981585619044,0.0,0.0
0.09,0,flow,-0.34709112003796505,0.1263148376879326,0.9113531595182438,-0.8520521436165441,-0.12597920412737898,0.992032882583754,-0.4661430422470786,0.05166669686902148,0.0,0.0
0.1,0,flow,-0.3374203888502425,0.11793903095744666,1.0224031731576047,-0.8232654058487772,-0.11766580662947819,0.9930532503094858,-0.44871985144420584,0.04944145544265166,0.0,0.0
0.11,0,flow,-0.3266513868043998,0.10984637344224403,1.13095358112377,-0.7954258105243565,-0.10962560148844043,0.9939729510898663,-0.43049888914899415,0.04685081890948717,0.0,0.0
0.12,0,flow,-0.31481074937551656,0.10202727312731066,1.236673806167669,-0.7685590103672075,-0.10185035532153809,0.9947997311624468,-0.41148688219358676,0.043944736314854294,0.0,0.0
0.13,0,flow,-0.3019284984501011,0.0944718352517821,1.3392171780315962,-0.7426999135065859,-0.09433137223169447,0.9955408541154328,-0.39169339315428947,0.04077605139550111,0.0,0.0
