t,step,event,theta_ns,theta_s,dtheta_ns,dtheta_s,hip_x,hip_y,swing_x,swing_y,support_x,support_y
0.0,0,post_impact,-0.368711604132,0.229085263972,-0.216411423691,-1.139899112182,-0.2270867805494532,0.973874526876889,-0.5875007060127975,0.04108205138617038,0.0,0.0
0.01,0,flow,-0.37026886991767843,0.21788176021773684,-0.095025152469791,-1.1009805766253966,-0.21616195023477178,0.9763575222584707,-0.5780280439025995,0.04412743786214157,0.0,0.0
0.02,0,flow,-0.3706121334255112,0.20706214465659187,0.026353117120078172,-1.063114476887224,-0.20558569102308816,0.9786391181873731,-0.5677717639341977,0.04653330413554113,0.0,0.0
0.03,0,flow,-0.36974255926739535,0.19661609741683672,0.14750570146157418,-1.0262604815224095,-0.19535174983998818,0.9807332429536865,-0.5567271507895578,0.04831283370229211,0.0,0.0
0.04,0,flow,-0.3676635143022929,0.18653368374116422,0.268209586245692,-0.9903820216028137,-0.18545382994507056,0.9826529789089864,-0.5448899073246746,0.04948326965028815,0.0,0.0
0.05,0,flow,-0.3643806284366543,0.17680531268595434,0.38823492462181475,-0.9554470256219272,-0.1758855922182925,0.9844106147589128,-0.5322562485712407,0.050065948540622185,0.0,0.0
0.06,0,flow,-0.35990187049999794,0.16742168849189315,0.507343528016313,-0.9214286488291438,-0.1666406450001011,0.986017695294537,-0.5188230374918829,0.05008630762834454,0.0,0.0
0.07,0,flow,-0.3542376391384787,0.15837375472910492,0.6252873768434895,-0.8883059871880252,-0.15771252294872912,0.9874850682947801,-0.5045879622600098,0.04957386268808406,0.0,0.0
0.08,0,flow,-0.3474008683589371,0.14965263143001328,0.7418071862924088,-0.8560647635635654,-0.14909465546914946,0.9888229283903845,-0.4895497541129721,0.04856215296293698,0.0,0.0
0.09,0,flow,-0.33940714695961144,0.14124954556178151,0.8566310713632492,-0.8246979708036188,-0.14078032538673316,0.9900408577346722,-0.47370844398434864,0.047088649058616316,0.0,0.0
0.1,0,flow,-0.33027485059377476,0.13315575535927274,0.9694733650715073,-0.7942064531920698,-0.1327626186869299,0.9911478633783098,-0.45706565513881264,0.045194619000931135,0.0,0.0
0.11,0,flow,-0.32002528462291996,0.12536246924118716,1.0800336538459023,-0.7645994044484186,-0.12503436632277137,0.9921524112948892,-0.43962492789794194,0.04292494721274476,0.0,0.0
0.12,0,flow,-0.30868283522601486,0.1178607602665317,1.187996104012232,-0.7358947572354111,-0.11758807930511239,0.9930624570515868,-0.4213920712533373,0.04032790090474325,0.0,0.0
