step,impact_time,step_period,theta_ns,theta_s,dtheta_ns,dtheta_s
20,15.000083094032501,0.7610752515057296,-0.4176777970103032,0.23616355480289308,-0.016939695613270446,-1.1741238978939552
21,15.7636860191183,0.7636029250857983,-0.41856718238563784,0.23705294017822753,-0.009717492531458306,-1.1731819968986952
22,16.530036033085434,0.7663500139671328,-0.41624296112048176,0.23472871891307165,-0.020510669227281755,-1.1728618649235913
23,17.29051633432832,0.7604803012428867,-0.4202881853451232,0.23877394313771325,-0.0029850290430285756,-1.1737758005850385
24,18.061040513271326,0.770524178943007,-0.4132591568318177,0.23174491462440752,-0.0335449094153109,-1.1722530184911724
25,18.814014452815897,0.7529739395445723,-0.4248216982692923,0.24330745606188206,0.015701807151100058,-1.175196129826112
26,19.595507531211172,0.7814930783952744,-0.4044102805138501,0.2228960383064399,-0.0730810193144702,-1.1707748191276748
27,20.325652050951827,0.7301445197406542,-0.43494922172822165,0.2534349795208115,0.04956535647612484,-1.181863522380872
28,21.129662437915343,0.8040103869635163,-0.383305626684416,0.20179138447700554,-0.16582638069564234,-1.1665994432880586
29,21.802010150984486,0.6723477130691438,-0.4378082183307676,0.25629397612335747,-0.020910916801633306,-1.218681420598415
30,22.594410483602417,0.7924003326179302,-0.41008298617198735,0.2285687439645769,-0.02508158224933581,-1.1670961955042023
31,23.340922635340046,0.7465121517376282,-0.42673941615346583,0.24522517394605414,0.020718356712908916,-1.1769842836078517
32,24.12643882914151,0.7855161938014633,-0.4012854930296175,0.2197712508222074,-0.08654614719569338,-1.1701654340088388
33,24.848372961585476,0.721934132443967,-0.437240273756728,0.2557260315493176,0.05283311476617669,-1.1853233179352292
34,25.656446165192847,0.8080732036073714,-0.37975670787657156,0.19824246566916115,-0.1801517236155494,-1.1655720801554834
35,26.318542001004904,0.6620958358120572,-0.4353726095913281,0.2538583673839177,-0.054210120646022736,-1.2277816569438478
36,27.10016623708599,0.7816242360810852,-0.4235780616102037,0.24206381940279223,0.04561860725389586,-1.1658689430451117
37,27.882219383892842,0.7820531468068508,-0.4001792670522773,0.21866502484486833,-0.0956735597919952,-1.1710474684938492
38,28.60073263892675,0.7185132550339087,-0.438292550240803,0.2567783080333927,0.05452919270935688,-1.1868964097691765
39,29.410666104220326,0.809933465293574,-0.37806348985340765,0.1965492476459973,-0.18696298181511467,-1.1650625215196733
40,30.067797031864437,0.6571309276441105,-0.43392206230911634,0.252407820101706,-0.07223722427857204,-1.2323787071991115
41,30.843408253112848,0.7756112212484101,-0.43022088926291113,0.24870664705550094,0.08071163757617406,-1.1650651749820107
42,31.64282844441113,0.7994201912982806,-0.3816785195639119,0.20016427735650175,-0.17840368206429355,-1.1671648540613255
43,32.310045005606455,0.667216561195328,-0.4367686386900939,0.2552543964826835,-0.036959139272090984,-1.2233498191181624
44,33.097451793174095,0.787406787567638,-0.41670993523269023,0.23519569302528018,0.009580773384177023,-1.166571317308114
45,33.861498871456845,0.7640470782827508,-0.4155106506863505,0.23399640847894035,-0.026474209197923315,-1.1736629421747007
46,34.619689460697046,0.7581905892402017,-0.4220749762446047,0.24056073403719447,0.0051731077100054534,-1.1740891641893905
47,35.39465680836142,0.7749673476643717,-0.4097443390009343,0.2282300967935234,-0.04927199212159224,-1.17166441215989
48,36.13864537626053,0.7439885678991079,-0.4294741293475507,0.24795988714014053,0.033321827361401546,-1.17734394070456
49,36.93097601125645,0.7923306349959175,-0.3945757282257909,0.21306148601837988,-0.11702783266287115,-1.169101401639882
50,37.63481777873657,0.7038417674801243,-0.44002877545744346,0.2585145332500333,0.04419618804576722,-1.1951022657741068
51,38.44492821204934,0.8101104333127723,-0.38104778566510666,0.19953354345769625,-0.17080508735113187,-1.1654941915839874
52,39.11091507113386,0.6659868590845226,-0.43641810330340974,0.2549038610959996,-0.04023551841006565,-1.2241041455458417
53,39.89703775873734,0.7861226876034829,-0.4181841071303048,0.23666986492289474,0.017212438463621638,-1.166457346391155
54,40.66495002151092,0.7679122627735794,-0.41255669683323787,0.23104245462582773,-0.03961255816308338,-1.1730943659870698
55,41.41568372604253,0.7507337045316145,-0.4263909047721499,0.24487666256473975,0.022612221420392233,-1.1755896058770332
56,42.20099269803356,0.7853089719910269,-0.4009634046569034,0.2194491624494931,-0.08865369852695544,-1.170241182346211
57,42.922023056687735,0.7210303586541748,-0.43748650237433534,0.25597226016692504,0.05308744318926593,-1.1857394530774485
58,43.73050921063599,0.8084861539482534,-0.3794112293566432,0.19789698714923293,-0.18151034345033532,-1.1654653233062509
59,44.391597341278484,0.6610881306424937,-0.43509238499947256,0.2535781427920622,-0.05776644263317792,-1.2287043429098023
60,45.17204349968874,0.7804461584102556,-0.4249275269991223,0.24341328479171345,0.05274388689058754,-1.1657100329593988
61,45.9576263046694,0.7855828049806572,-0.39671302530054825,0.2151987830931382,-0.11139574480966807,-1.170451506702072
62,46.66683482841602,0.7092085237466239,-0.43977226589668744,0.25825802368927736,0.05041708745934131,-1.191872525176178
63,47.47795935712715,0.8111245287111237,-0.3785139403921044,0.19699969818469404,-0.18316876466491225,-1.164995717030357
64,48.1364763917604,0.6585170346332522,-0.4343706834725187,0.2528564412651084,-0.0666642166802724,-1.2310027805115664
65,48.913919357514146,0.7774429657537482,-0.42825821026509775,0.2467439680576873,0.0703501135409212,-1.1653063346918782
66,49.708208127144495,0.7942887696303474,-0.3875211506473481,0.20600690843993777,-0.1526669985656529,-1.168611210567661
67,50.392083499218266,0.6838753720737714,-0.43974337993272633,0.25822913772531597,0.01043646433801655,-1.2092710217785438
68,51.19416682234745,0.8020833231291837,-0.3961000676807892,0.2145858254733788,-0.09628781296328626,-1.1671839342315313
69,51.90287070506786,0.708703882720415,-0.4391818714202023,0.2576676292127921,0.047254518311333274,-1.192039453783108
70,52.712395789281985,0.8095250842141251,-0.38056890361223955,0.1990546614048293,-0.17405373436696686,-1.165507755522114
71,53.37694569138864,0.6645499021066603,-0.4360507655455788,0.25453652333816856,-0.045238224664260335,-1.2254429865028302
72,54.16146389908073,0.7845182076920901,-0.42015062310630696,0.23863638089889658,0.027554758337774033,-1.1662536908137624
73,54.93453875329,0.7730748542092662,-0.4083176507935416,0.22680340858613146,-0.0587121667783201,-1.1723687677030215
74,55.6744109642678,0.7398722109778021,-0.4316151935480405,0.2501009513406302,0.0413824977469794,-1.1784401256074433
75,56.47164624451879,0.7972352802509876,-0.38972042022916936,0.20820617802175906,-0.1385231411225444,-1.1681541762097796
76,57.16210132490245,0.6904550803836613,-0.4401192166308128,0.2586049744234025,0.023879149326386795,-1.2041951264872868
77,57.96774488388458,0.8056435589821253,-0.39000772153645824,0.20849347932904919,-0.12674936940033385,-1.1667562985967423
78,58.65946240414195,0.6917175202573733,-0.4400277178077978,0.25851347560038734,0.02635306173602068,-1.2030386709709846
79,59.46544902938311,0.8059866252411602,-0.3891404719016262,0.2076262296942152,-0.13118041227935892,-1.1666912210450737
80,60.15470828773113,0.689259258348022,-0.4399314735476613,0.25841723134025113,0.02175533909558034,-1.2048402169958374
81,60.95952430390814,0.8048160161770064,-0.3912216536672012,0.2097074114597908,-0.12086516732759166,-1.1668945159299353
82,61.65464592943424,0.6951216255261015,-0.44007951894160213,0.25856527673419183,0.03210290052304998,-1.200632879485903
83,62.46200427565366,0.8073583462194258,-0.38656267706617425,0.2050484348587635,-0.14390400895372119,-1.166384796185635
84,63.14393511449835,0.6819308388446856,-0.43931663536506627,0.257802393157656,0.005741927771691736,-1.2104911419481583
85,63.94429980348224,0.800364688983891,-0.3984950527417385,0.21698081053432844,-0.08444534859793543,-1.1673085733161057
86,64.65957087450522,0.7152710710229759,-0.43811251259750694,0.2565982703900966,0.0500606870077867,-1.1884943507677659
87,65.46821129011472,0.808640415609504,-0.3802826788634252,0.19876843665601499,-0.17664281487892844,-1.165580432878262
88,66.13188241994554,0.6636711298308233,-0.43581039074915645,0.25429614854174604,-0.04848293575573451,-1.2262927272231916
89,66.91536579838707,0.7834833784415283,-0.42139519542398907,0.23988095321657896,0.03410841440595149,-1.1661175794111898
90,67.69170356792995,0.7763377695428828,-0.405472600145677,0.22395835793826666,-0.07161586475700261,-1.1719079924363576
91,68.42418490914008,0.7324813412101361,-0.434456936326003,0.2529426941185922,0.04951802288632408,-1.180912057381855
92,69.22741561578552,0.8032307066454372,-0.3838502022154412,0.20233596000803064,-0.16377106059782776,-1.1667738677742274
93,69.90131084440121,0.6738952286156865,-0.4381091846970528,0.2565949424896426,-0.01637272234003753,-1.2173643025346392
94,70.69514117627553,0.7938303318743118,-0.4081284722530508,0.2266142300456406,-0.03519201943423589,-1.1671951802117209
95,71.4364451162167,0.7413039399411804,-0.4293834561173188,0.24786921390990857,0.030532222565848956,-1.178332434027362
96,72.22804231144502,0.7915971952283141,-0.3957094951102193,0.2141952529028088,-0.11143506082532113,-1.1692177216855595
97,72.93500113255074,0.7069588211057106,-0.43975780139915227,0.2582435591917418,0.04720466302657549,-1.193201053088338
98,73.74540751992527,0.8104063873745244,-0.37993670414520625,0.19842246193779706,-0.176428683350753,-1.1653038731176826
99,74.4081247653313,0.6627172454060327,-0.43557173248930026,0.25405749028188984,-0.05147760077894788,-1.2270963883426285
100,75.1905915370361,0.7824667717048037,-0.42258867345856543,0.24107443125115494,0.040403569311807885,-1.1659847016293579
101,75.97005381655792,0.7794622795218277,-0.40262813617797516,0.22111389397056472,-0.08454228750072162,-1.1714496882148655
102,76.69506465777931,0.7250108412213914,-0.436754162961468,0.25523992075405755,0.053881969421485466,-1.1838928788950698
103,77.5026260031405,0.8075613453611897,-0.3798221510667248,0.19830790885931468,-0.18038963938922947,-1.165649302811099
104,78.16489369039239,0.6622676872518846,-0.4354159913723711,0.25390174916496117,-0.05369230110179011,-1.2276439893912467
105,78.94669901435041,0.7818053239580232,-0.4233708660101656,0.24185662380275522,0.04452529608430638,-1.165892470204971
106,79.72821037236672,0.7815113580162968,-0.4006978225628025,0.21918358035539223,-0.09331804146688683,-1.171133702940353
107,80.44810468610687,0.7198943137401492,-0.4380008318143018,0.2564865896068914,0.05463554186333752,-1.1862256182557833
108,81.25764135832112,0.8095366722142463,-0.3782960482502458,0.1967818060428354,-0.186195360421711,-1.1651511392977885
109,81.91545150057073,0.6578101422496062,-0.434128596675619,0.2526143544682088,-0.06973466089105643,-1.2317502041555495
110,82.69190721101081,0.7764557104400874,-0.429324909432604,0.24781066722519368,0.07597841937096028,-1.1651749431149692
111,83.48898510138478,0.7970778903739654,-0.3843843728358222,0.2028701306284117,-0.16654290309188086,-1.1678657557265417
112,84.1639751321443,0.6749900307595116,-0.4384295762492039,0.25691533404179356,-0.012903111186086492,-1.2165584742992719
113,84.95902316475257,0.7950480326082588,-0.4065616754577806,0.22504743325036958,-0.04314773375316641,-1.1672352523489833
114,85.69614343689241,0.7371202721398421,-0.4312785486902085,0.24976430648279818,0.036960116115347934,-1.179567363513296
115,86.49195267864637,0.7958092417539576,-0.3917107662566592,0.21019652404924763,-0.12907653701135402,-1.1684559274887976
116,87.18796379109251,0.6960111124461458,-0.44026118495753036,0.25874694275012017,0.03366367182111709,-1.200226659915103
117,87.99601202177638,0.8080482306838651,-0.38558025554263387,0.2040660133352237,-0.14853637912410456,-1.166221624087967
118,88.67514045471279,0.679128432936404,-0.43895676781630444,0.2574425256088941,-0.0012531856363821705,-1.2127545451532067
119,89.47344010596593,0.7982996512531487,-0.4016367623736325,0.22012252016622216,-0.06851355704553051,-1.1673515570538475
120,90.19727210857839,0.7238320026124548,-0.4360457177227493,0.254531475515339,0.04906979439423367,-1.1844770856881748
121,91.00272272993061,0.8054506213522152,-0.3825966967913741,0.20108245458396462,-0.16794928630063596,-1.1663142145600187
122,91.67306359534669,0.6703408654160751,-0.4373958051859202,0.25588156297851006,-0.026888651691555056,-1.2203901064912197
123,92.46355207005821,0.7904884747115242,-0.4126307901781658,0.23111654797075545,-0.01184281974646666,-1.1669325240787238
124,93.21682404218917,0.7532719721309549,-0.42284179891968676,0.2413275567122766,0.005081721896396019,-1.175511258399815
125,93.99307837630373,0.776254334114559,-0.4091707102413888,0.22765646803397843,-0.051169565835552794,-1.1714166376227695
126,94.73565063162256,0.7425722553188361,-0.430078877734257,0.24856463552684685,0.035319382681883484,-1.1777460820027024
127,95.5293245447184,0.7936739130958508,-0.39331381131309695,0.2117995691056866,-0.12258612392715024,-1.1688574709126425
128,96.22971719174905,0.7003926470306385,-0.4402041100668543,0.25868986785944403,0.040050671990912085,-1.197299018693074
129,97.03913527087889,0.8094180791298443,-0.38276240599091915,0.20124816378350882,-0.16233979747037675,-1.1657868989393199
130,97.71012721310355,0.6709919422246584,-0.43754951208107723,0.25603526987366676,-0.024212195110309767,-1.2196501729835778
131,98.50136606684879,0.7912388537452381,-0.411604829330943,0.23009058712353422,-0.017190483073207474,-1.16700942372815
132,99.2519159797285,0.7505499128797121,-0.4244772258884878,0.24296298368107688,0.011782756863214772,-1.1760692322298263
133,100.03209301648886,0.7801770367603635,-0.4059281805022645,0.22441393829485412,-0.06570920407561864,-1.1709014013266748
134,100.76625280156821,0.7341597850793499,-0.43353080715666936,0.25201656494925895,0.0460189241228747,-1.1803948206515142
135,101.56739547319545,0.801142671627231,-0.3860780337625869,0.20456379155517643,-0.15407485528727954,-1.1672969198337293
136,102.2476393335987,0.6802438604032478,-0.43914115156443745,0.25762690935702737,0.0009428134375706776,-1.2120823542981345
137,103.04676676332392,0.7991274297252118,-0.40048412881632955,0.2189698866089193,-0.0743267287237007,-1.167331508866635
138,103.76747318043869,0.7207064171147628,-0.436885217601829,0.2553709753944187,0.05002003517552538,-1.1858652592916148
139,104.57434712578433,0.806873945345637,-0.3814203371361263,0.1999060949287144,-0.17261907326969955,-1.165970743625521
140,105.24130002814485,0.6669529023605242,-0.4366287751249166,0.2551145329175062,-0.03761647511779209,-1.2233679761680127
141,106.02833858320764,0.7870385550627995,-0.4170601097843197,0.23554586757690915,0.011311932504434808,-1.1665628856594674
142,106.79329789932744,0.7649593161197957,-0.4148360703264679,0.23332182811905705,-0.02945239005188789,-1.1735245457100403
143,107.5497951007935,0.7564972014660569,-0.4231065237413606,0.2415922815339494,0.009444343154648038,-1.1744022659058966
144,108.32726314025399,0.7774680394604832,-0.4077162781792037,0.2262020359717932,-0.05834879511936606,-1.1713307618352702
145,109.06601733536785,0.7387541951138615,-0.4317832108757069,0.25026896866829657,0.04103314912458629,-1.178867730076609
146,109.86347601791829,0.7974586825504428,-0.38964200136937177,0.2081277591619614,-0.13871235760544318,-1.1681117509390049
147,110.55372257300301,0.6902465550847255,-0.44010448559938514,0.25859024339197484,0.02346385421743058,-1.2043455246711856
148,111.35925132469829,0.8055287516952712,-0.3902017834418669,0.2086875412344572,-0.12579449074072535,-1.1667762572178881
149,112.05151536185514,0.6922640371568433,-0.44004258279457403,0.25852834058716345,0.0273245425101738,-1.2026456708994084
150,112.8577420928938,0.8062267310386635,-0.38870210710921527,0.20718786490180469,-0.1333474995712159,-1.166643344065099
151,113.54576051841951,0.6880184255257135,-0.4398604998393351,0.258346257631925,0.019281418913195836,-1.2057671988313918
152,114.34992059654671,0.8041600781271944,-0.39234736872311565,0.21083312651570546,-0.11526954555853096,-1.166988676895917
153,115.04819400695634,0.6982734104096243,-0.4400289692849954,0.25851472707758527,0.03673547157403902,-1.198492197042133
154,115.85653005133808,0.8083360443817497,-0.3845432029018391,0.2030289606944286,-0.15387159945489126,-1.1661055403754692
155,116.53266318264441,0.6761331313063266,-0.4385038685145595,0.25698962630714933,-0.009267553500831128,-1.2152484555606036
156,117.32854894213602,0.7958857594916056,-0.40517556754334466,0.22366132533593525,-0.050418192689552305,-1.1673080923975674
157,118.0619369587205,0.7333880165844642,-0.43281914030995255,0.2513048981025422,0.04169767923326617,-1.1807884754838462
158,118.86105427389205,0.7991173151715558,-0.3885235243523853,0.20700928214497483,-0.14295429946697205,-1.1677825251311347
159,119.54820563295523,0.6871513590631766,-0.43988879463962227,0.2583745524322118,0.017150050212431014,-1.2066445571192819
160,120.35200571014364,0.8038000771884091,-0.3931154016160186,0.21160115940860835,-0.11135579270939396,-1.1670283765526308
161,121.05242971693873,0.7004240067950909,-0.43993754764292176,0.25842330543551145,0.039499069982786496,-1.1970810321587757
162,121.8612637685659,0.8088340516271735,-0.3833843184073367,0.20187007619992636,-0.1596198254080349,-1.165932083601948
163,122.53404542970375,0.6727816611378417,-0.4379064280724593,0.25639218586504886,-0.018860216531271234,-1.2181061733162164
164,123.32697004456311,0.7929246148593659,-0.4093278226857758,0.22781358047836558,-0.02900656980083447,-1.1671450783858246
165,124.0714680454272,0.7444980008640777,-0.4278011650431071,0.2462869228356968,0.024762492332505204,-1.1774812063878108
166,124.85945062870643,0.7879825832792319,-0.39905674581277983,0.21754250360536934,-0.09652378995733671,-1.1697991471383329
167,125.57543819791853,0.7159875692121026,-0.4385007454889437,0.2569865032815336,0.05241991702778464,-1.18820713034512
168,126.38523279493059,0.8097945970120575,-0.3787521746901055,0.19723793248269544,-0.18348107650687276,-1.1651955045478448
169,127.0444124931271,0.6591796981965147,-0.43454987504763937,0.2530356328402291,-0.0645103021074906,-1.230439412041621
170,127.82260043590195,0.7781879427748534,-0.4274469514867439,0.2459327092793337,0.06605735045519907,-1.1654056680672513
171,128.61476921502992,0.7921687791279757,-0.3898434868571958,0.20832924464978508,-0.1423174570823779,-1.1691205932685929
172,129.305140767679,0.69037155264908,-0.44029038082649297,0.2587761386190828,0.02454410861891674,-1.204305592786201
173,130.11115559080943,0.8060148231304347,-0.38960824652160747,0.20809400431419692,-0.12854055481719193,-1.166692808495978
174,130.80175264694225,0.6905970561328036,-0.43998739677199183,0.2584731545645815,0.024310147836844466,-1.2038477982344598
175,131.60722014184245,0.8054674949002054,-0.39006947839088385,0.2085552361834736,-0.12658401295736751,-1.1667873289991253
176,132.2991018316115,0.691881689769036,-0.44003626488176956,0.25852202267435925,0.02665983867436097,-1.2029225869726548
177,133.1051699528806,0.8060681212690957,-0.38899853604467166,0.207484293837261,-0.13187813567203435,-1.1666753539986325
178,133.79402785771407,0.6888579048334746,-0.43990996744040645,0.2583957252329962,0.020965983639851516,-1.2051385885593764
179,134.59863606743733,0.8046082097232566,-0.3915807588617538,0.21006651665434342,-0.11908169581383846,-1.166925785781586
180,135.29476453326552,0.6961284658281914,-0.44007339199166545,0.2585591497842552,0.03365431387141449,-1.1999396439298806
181,136.10246527419085,0.807700740925332,-0.38587898335369536,0.2043647411462853,-0.14727648017784958,-1.166293983062508
182,136.7824390776673,0.679973803476444,-0.4390739616879842,0.2575597194805741,0.00090264488728522,-1.2120697845997046
183,137.58138441858395,0.7989453409166463,-0.40066976852257274,0.21915552631516239,-0.07342854026427403,-1.167346280899576
184,138.30258978516878,0.7212053665848244,-0.4367610834400986,0.25524684123268826,0.04993366806188675,-1.1856369076678561
185,139.10926518392282,0.8066753987540475,-0.38157220600136094,0.20005796379395088,-0.1720353147244957,-1.1660175672507127
186,139.77665603099308,0.6673908470702743,-0.4367325780090009,0.2552183358015917,-0.03619903426727085,-1.2229801476928408
187,140.56415382542372,0.7874977944306419,-0.4164833848717706,0.23496914266436042,0.008288300530336202,-1.1666164074611391
188,141.3275954196989,0.7634415942751753,-0.41596741586090785,0.23445317365349744,-0.02444765091063559,-1.1737534329719375
189,142.08693245441552,0.7593370347166287,-0.4213571803502904,0.2398429381428806,0.002165758585621802,-1.1738860499304433
190,142.8601498294648,0.7732173750492807,-0.41112642659761184,0.22961218439020165,-0.0431050454647508,-1.1718988755215491
191,143.6076821415164,0.7475323120515902,-0.4277457088789589,0.24623146667154855,0.027040060729786576,-1.1764297443894565
192,144.3960518330023,0.7883696914859207,-0.3982791484390951,0.2167649062316847,-0.10055388935688825,-1.169765650534756
193,145.10991790785798,0.7138660748556684,-0.4388879404958612,0.25737369828845097,0.05178362739526854,-1.1893165595170798
194,145.92012450298697,0.8102065951289902,-0.3786712257035556,0.19715698349614577,-0.18342664674603598,-1.1651316919994685
195,146.57907840925674,0.6589539062697647,-0.43448796194870515,0.25297371974129473,-0.0652566853908784,-1.2306334836614623
196,147.35700951824762,0.7779311089908882,-0.4277275147075905,0.24621327250018024,0.0675413226582716,-1.1653714322871764
197,148.14991146212935,0.7929019438817176,-0.3890464779755833,0.20753223576817323,-0.14587623658193358,-1.168949596478002
198,148.83806122323193,0.68814976110259,-0.4401435968192245,0.2586293546118154,0.02000754278975521,-1.2059673541688662
199,149.64285037454772,0.8047891513157817,-0.39169935616408014,0.21018511395666972,-0.1182114713371064,-1.1668923589225084
200,150.33932605835497,0.6964756838072622,-0.44006296519721555,0.25854872298980486,0.03415966948918765,-1.1996977714769477
