step,impact_time,step_period,theta_ns,theta_s,dtheta_ns,dtheta_s
1,0.7218085048072135,0.7218085048072135,-0.42731464304078315,0.25208358614055204,0.0052060942461796605,-1.1828108879575627
2,1.5201749540309923,0.7983664492237789,-0.38315837599515895,0.20792731909492823,-0.15785339538091492,-1.1612346375535652
3,2.21008916816591,0.6899142141349177,-0.4305758651566098,0.25534480825637906,-0.02335237051326047,-1.2019913053043836
4,3.006906888463927,0.796817720298017,-0.3920709183157563,0.2168398614155255,-0.11001504198742823,-1.161935378289058
5,3.7217121454751254,0.7148052570111985,-0.4288606356269017,0.25362957872667086,0.00474135552211088,-1.186296239751483
6,4.522259586834375,0.8005474413592493,-0.3820631089000652,0.20683205199983454,-0.16119055825822956,-1.1607432714162147
7,5.209174949978531,0.6869153631441566,-0.4303572899996237,0.2551262330993929,-0.029428533612684406,-1.2041476618311215
8,6.004311980791382,0.7951370308128508,-0.394646896389498,0.21941583948926802,-0.09732113079056255,-1.1621989968036224
9,6.726120485843728,0.7218085050523455,-0.42731464297253485,0.2520835860723037,0.005206094168294939,-1.182810887844022
10,7.524486934950454,0.7983664491067267,-0.3831583760806896,0.20792731918045898,-0.1578533950558466,-1.1612346375829314
11,8.214401149321798,0.6899142143713439,-0.4305758651701347,0.25534480826990397,-0.023352370052878515,-1.2019913051351105
12,9.011218869742356,0.7968177204205584,-0.39207091812188566,0.2168398612216548,-0.11001504294172158,-1.1619353782675979
13,9.726024126224344,0.7148052564819873,-0.4288606357251226,0.25362957882489207,0.004741355360745204,-1.1862962400300712
14,10.526571567692121,0.800547441467778,-0.3820631088843591,0.20683205198412824,-0.16119055821297368,-1.1607432713964834
15,11.213486930797188,0.6869153631050676,-0.43035728999517275,0.2551262330949422,-0.02942853369252596,-1.2041476618572113
16,12.008623961584878,0.7951370307876894,-0.39464689642534573,0.21941583952511567,-0.0973211306147615,-1.162198996807232
17,12.7304324667342,0.7218085051493225,-0.42731464294774496,0.2520835860475139,0.0052060941518139005,-1.1828108877985317
