-3.812267509112459707e-01 1.997125087038356950e-01 -1.743916725469656370e-01 -1.166023688314014040e+00
-3.819503819256745980e-01 1.939274604639030786e-01 -1.150654487049676267e-01 -1.148043168324627494e+00
-3.823774752852793779e-01 1.882316052725255540e-01 -5.578116596777121794e-02 -1.130345704002101659e+00
-3.825083092604200652e-01 1.826235391477074865e-01 3.433701250252458453e-03 -1.112926813107978141e+00
-3.823433002577962814e-01 1.771018799546390798e-01 6.255136543992441400e-02 -1.095782242760213299e+00
-3.818830044973707261e-01 1.716652662034650056e-01 1.215436812868787575e-01 -1.078907991556583346e+00
-3.811281199140273968e-01 1.663123557365410732e-01 1.803821007170991197e-01 -1.062300331658530217e+00
-3.800794882837089661e-01 1.610418243057320509e-01 2.390376278995528792e-01 -1.045955830760310512e+00
-3.787380975735106237e-01 1.558523640408043809e-01 2.974807743943641558e-01 -1.029871373874772233e+00
-3.771050845172951860e-01 1.507426818077442221e-01 3.556815146214394874e-01 -1.014044184881852440e+00
-3.751817374121416138e-01 1.457114974609547420e-01 4.136092419517940488e-01 -9.984718477213023746e-01
-3.729694991340716248e-01 1.407575419908358161e-01 4.712327256666028474e-01 -9.831523271440413270e-01
-3.704699703515594300e-01 1.358795555749440775e-01 5.285200692783323939e-01 -9.680839888487458023e-01
-3.676849129683716910e-01 1.310762855143507710e-01 5.854386701073917010e-01 -9.532656190947049746e-01
-3.646162537560858063e-01 1.263464840854694737e-01 6.419551809398098552e-01 -9.386964434067334162e-01
-3.612660881460119100e-01 1.216889063108102104e-01 6.980354742414055513e-01 -9.243761442621828417e-01
-3.576366842275789937e-01 1.171023076178100697e-01 7.536446088862921444e-01 -9.103048778594589052e-01
-3.537304869136693175e-01 1.125854414289674393e-01 8.087468002133038070e-01 -8.964832895291811043e-01
-3.495501221751213805e-01 1.081370567058180243e-01 8.633053943147638298e-01 -8.829125275592728528e-01
-3.450984014838885949e-01 1.037558953690648073e-01 9.172828463337332483e-01 -8.695942556518404531e-01
-3.403783263201666798e-01 9.944068971039402016e-02 9.706407038342310667e-01 -8.565306633389592195e-01
-3.353930926711057858e-01 9.519015976039685301e-02 1.023339596195532497e+00 -8.437244743443802486e-01
-3.301460957328119505e-01 9.100301055256876381e-02 1.075339229969272337e+00 -8.311789528259790893e-01
-3.246409344460663426e-01 8.687792946786966619e-02 1.126598391118012632e+00 -8.188979069834164681e-01
-3.188814160933235442e-01 8.281358346828762707e-02 1.177074955710687210e+00 -8.068856899581720032e-01
-3.128715608622664734e-01 7.880861638742935049e-02 1.226725907912951108e+00 -7.951471978773623217e-01
-3.066156061232924168e-01 7.486164625490951408e-02 1.275507367741969933e+00 -7.836878646768975498e-01
-3.001180108008443814e-01 7.097126256633710939e-02 1.323374629092174182e+00 -7.725136533241482306e-01
-2.933834592729224200e-01 6.713602374393520811e-02 1.370282205999582059e+00 -7.616310440229138168e-01
-2.864168651805490962e-01 6.335445451714716292e-02 1.416183893489624479e+00 -7.510470176905768014e-01
-2.792233748833886087e-01 5.962504351592957941e-02 1.461032835711503441e+00 -7.407690365414049127e-01
-2.718083704086403651e-01 5.594624090405172362e-02 1.504781609881240989e+00 -7.308050196299991086e-01
-2.641774721995351349e-01 5.231645615389576842e-02 1.547382320347447049e+00 -7.211633146147317097e-01
-2.563365410733308147e-01 4.873405601762170747e-02 1.588786704790471793e+00 -7.118526655642963830e-01
-2.482916798585604878e-01 4.519736258575811350e-02 1.628946257156073774e+00 -7.028821750483627007e-01
-2.400492342656259381e-01 4.170465164762896665e-02 1.667812356125827122e+00 -6.942612641898174841e-01
-2.316157930398543841e-01 3.825415117040473906e-02 1.705336415052985055e+00 -6.859996257112381812e-01
-2.229981875297435134e-01 3.484404008589828128e-02 1.741470035687614493e+00 -6.781071753585014017e-01
-2.142034901818991866e-01 3.147244730184943495e-02 1.776165179131952154e+00 -6.705939978015679204e-01
-2.052390123970760649e-01 2.813745099642114833e-02 1.809374346274895906e+00 -6.634702891082558951e-01
-1.961123013563818851e-01 2.483707821508018831e-02 1.841050764856073219e+00 -6.567462970465808292e-01
-1.868311358032816172e-01 2.156930476902569477e-02 1.871148591747030299e+00 -6.504322563096759380e-01
-1.774035210094415949e-01 1.833205546488715643e-02 1.899623115835248566e+00 -6.445383233650755495e-01
-1.678376825214221435e-01 1.512320465998302083e-02 1.926430969825999595e+00 -6.390745084215765370e-01
-1.581420588770892643e-01 1.194057717664220863e-02 1.951530346863472598e+00 -6.340506056822998726e-01
-1.483252933350861780e-01 8.781949549302517366e-03 1.974881215774510146e+00 -6.294761239927970653e-01
-1.383962244223268800e-01 5.645051622588529230e-03 1.996445537929423253e+00 -6.253602169518731602e-01
-1.283638753961684476e-01 2.527568511475892891e-03 2.016187481954820448e+00 -6.217116136589989628e-01
-1.182374427378612147e-01 -5.728571142522404479e-04 2.034073631592835163e+00 -6.185385516686208174e-01
-1.080262835543366468e-01 -3.658622409213904778e-03 2.050073187058741642e+00 -6.158487120650270041e-01
-9.773990200730656164e-02 -6.732161413658317196e-03 2.064158156346998396e+00 -6.136491577997743585e-01
-8.738793482154068315e-02 -9.795941815464363420e-03 2.076303533999457773e+00 -6.119462761135521234e-01
-7.698013593273299315e-02 -1.285246143754594644e-02 2.086487465052559998e+00 -6.107457257982477072e-01
-6.652636037091190502e-02 -1.590424447714322218e-02 2.094691391919978329e+00 -6.100523900289134271e-01
-5.603654743802670424e-02 -1.895383752085788576e-02 2.100900182395507354e+00 -6.098703353636764080e-01
-4.552070330713965662e-02 -2.200380537433161560e-02 2.105102236726830167e+00 -6.102027775790765940e-01
-3.498888313806726436e-02 -2.505672673781273938e-02 2.107289572361183971e+00 -6.110520547960225368e-01
-2.445117282734822831e-02 -2.811518976630822744e-02 2.107457885081436721e+00 -6.124196083127178003e-01
-1.391767051483978196e-02 -3.118178755416764134e-02 2.105606585638922557e+00 -6.143059714326040144e-01
-3.398467969651134193e-03 -3.425911358422280978e-02 2.101738811357311221e+00 -6.167107664541662260e-01
7.096368019425437421e-03 -3.734975718232070446e-02 2.095861412540514390e+00 -6.196327098712933745e-01
1.755681412197203362e-02 -4.045629901856682975e-02 2.087984913897773520e+00 -6.230696257077747990e-01
2.797290869036631045e-02 -4.358130669477915109e-02 2.078123451559755974e+00 -6.270184667910568832e-01
3.833476961095611674e-02 -4.672733045744689728e-02 2.066294686618561194e+00 -6.314753436525299968e-01
4.863261166572037386e-02 -4.989689907385332079e-02 2.052519696469361943e+00 -6.364355606280380773e-01
5.885676329937418461e-02 -5.309251590524795977e-02 2.036822845512360480e+00 -6.418936586403524158e-01
6.899768269200673432e-02 -5.631665520945939446e-02 2.019231637057594675e+00 -6.478434640520651655e-01
7.904597304659675971e-02 -5.957175870194456047e-02 1.999776548521885688e+00 -6.542781428964288271e-01
8.899239701862396434e-02 -6.286023239897479964e-02 1.978490852085327267e+00 -6.611902597680927585e-01
9.882789021564866716e-02 -6.618444376588507316e-02 1.955410423230250716e+00 -6.685718405715976864e-01
1.085435737097308617e-01 -6.954671918799532060e-02 1.930573539703157815e+00 -6.764144382873141792e-01
1.181307655314620814e-01 -7.294934177516003426e-02 1.904020673218978166e+00 -6.847092009865920481e-01
1.275809911213371672e-01 -7.639454950901204688e-02 1.875794276123053050e+00 -6.934469413606355603e-01
1.368859926843136454e-01 -7.988453374191603618e-02 1.845938566091611666e+00 -7.026182067492210415e-01
1.460377374717524435e-01 -8.342143804511266414e-02 1.814499310675699473e+00 -7.122133490683842938e-01
1.550284249933874259e-01 -8.700735740592022149e-02 1.781523614405533085e+00 -7.222225937376574034e-01
1.638504932103629075e-01 -9.064433776392843978e-02 1.747059708530521061e+00 -7.326361075667863210e-01
1.724966236197133795e-01 -9.433437588272768071e-02 1.711156748224191171e+00 -7.434440640378381371e-01
1.809597453791072785e-01 -9.807941953936477608e-02 1.673864617667756960e+00 -7.546367058196824518e-01
1.892330385310067031e-01 -1.018813680250009318e-01 1.635233741789275719e+00 -7.662044048866717416e-01
1.973099361983248479e-01 -1.057420729340004389e-01 1.595314910097541006e+00 -7.781377185187895451e-01
2.051841260167862335e-01 -1.096633392095223147e-01 1.554159112536629861e+00 -7.904274411572504988e-01
2.128495507787698804e-01 -1.136469264750338409e-01 1.511817383137357140e+00 -8.030646534396181924e-01
2.203004082067746283e-01 -1.176945505578113338e-01 1.468340661083091137e+00 -8.160407654360993801e-01
2.275311502793241347e-01 -1.218078852364451042e-01 1.423779661163943278e+00 -8.293475564783450160e-01
2.345364816713121914e-01 -1.259885642057382849e-01 1.378184757481541567e+00 -8.429772104959755152e-01
2.413113579303290956e-01 -1.302381831177211458e-01 1.331605882815817932e+00 -8.569223460432970896e-01
2.478509829142229726e-01 -1.345583019094460653e-01 1.284092435580761471e+00 -8.711760434586206525e-01
2.541508060157136040e-01 -1.389504470670817615e-01 1.235693205782365078e+00 -8.857318658608914763e-01
2.602065188989695077e-01 -1.434161141872085932e-01 1.186456306454159115e+00 -9.005838777684455065e-01
2.660140519787618785e-01 -1.479567704311280374e-01 1.136429122666131386e+00 -9.157266581531415817e-01
2.715695707190701746e-01 -1.525738571906279373e-01 1.085658266784508941e+00 -9.311553108216192864e-01
2.768694715864636335e-01 -1.572687926885160126e-01 1.034189547909052598e+00 -9.468654703142546092e-01
2.819103781114380980e-01 -1.620429746536800331e-01 9.820679484304117857e-01 -9.628533049568055446e-01
2.866891365540953363e-01 -1.668977830050750177e-01 9.293376117197542641e-01 -9.791155162675554413e-01
2.912028118756347927e-01 -1.718345824670072797e-01 8.760418367677773599e-01 -9.956493358090147128e-01
2.954486833358482833e-01 -1.768547252739444964e-01 8.222230818344253844e-01 -1.012452518814777047e+00
2.994242404775633859e-01 -1.819595536861133012e-01 7.679229740384397873e-01 -1.029523335901329384e+00
3.031271788912364151e-01 -1.871504026178681113e-01 7.131823263379928335e-01 -1.046860561854353833e+00
3.065553962486895490e-01 -1.924286020717112244e-01 6.580411595315863726e-01 -1.064463462919111647e+00
3.097069884227755532e-01 -1.977954795828216483e-01 6.025387295515498565e-01 -1.082331781930221393e+00
3.125802456836800913e-01 -2.032523625685398183e-01 5.467135596925307706e-01 -1.100465721769481320e+00
3.151736491945676955e-01 -2.088005805556094052e-01 4.906034757587895978e-01 -1.118865927749673750e+00
3.174858675684129050e-01 -2.144414673787690684e-01 4.342456458553072274e-01 -1.137533468162346795e+00
3.195157536948877164e-01 -2.201763632264033821e-01 3.776766222036613829e-01 -1.156469814181317668e+00
3.212623417948413662e-01 -2.260066165989786935e-01 3.209323854620987349e-01 -1.175676818737632967e+00
3.227248446493550804e-01 -2.319335861785905006e-01 2.640483917284690563e-01 -1.195156694326784175e+00
3.239026511070409176e-01 -2.379586425593847587e-01 2.070596205160412928e-01 -1.214911990465565861e+00
3.247953238319820635e-01 -2.440831698744803935e-01 1.500006242241690713e-01 -1.234945570498999112e+00
3.254025972851947723e-01 -2.503085673114842091e-01 9.290557887910712298e-02 -1.255260587856733556e+00
3.257243759725472199e-01 -2.566362505006908878e-01 3.580833538599424021e-02 -1.275860462070512291e+00
3.257607329502995586e-01 -2.630676527838782808e-01 -2.125752872542344477e-02 -1.296748854535102691e+00
3.255119085874521034e-01 -2.696042263638095404e-01 -7.825865714743945878e-02 -1.317929644036129444e+00
3.249783095902413765e-01 -2.762474433294371812e-01 -1.351618625853005240e-01 -1.339406902193164051e+00
3.241605082875839150e-01 -2.829987965585941123e-01 -1.919340745686857752e-01 -1.361184868841375017e+00
3.230592421771228961e-01 -2.898598004976706277e-01 -2.485422874185785336e-01 -1.383267927407414666e+00
3.216754137307865080e-01 -2.968319918179964656e-01 -3.049535084996636836e-01 -1.405660580336246301e+00
3.200100904584539108e-01 -3.039169299495841359e-01 -3.611347067912510922e-01 -1.428367424582216438e+00
3.180645052272885742e-01 -3.111161974922327378e-01 -4.170527619640384542e-01 -1.451393127256353832e+00
3.158400568335825720e-01 -3.184314005065098097e-01 -4.726744138729261913e-01 -1.474742401393694724e+00
3.133383108298902209e-01 -3.258641686834810036e-01 -5.279662124183095440e-01 -1.498419981823745584e+00
3.105610005982111232e-01 -3.334161553917361909e-01 -5.828944681723184917e-01 -1.522430601335648337e+00
3.075100286643566161e-01 -3.410890376097076571e-01 -6.374252035604118793e-01 -1.546778967068929811e+00
3.041874682644944428e-01 -3.488845157400529140e-01 -6.915241042333415411e-01 -1.571469736965474207e+00
3.005955651535591189e-01 -3.568043133014134893e-01 -7.451564712029232762e-01 -1.596507496549838256e+00
2.967367396349728792e-01 -3.648501765115844675e-01 -7.982871737376697752e-01 -1.621896736086833712e+00
2.926135888421035891e-01 -3.730238737571174856e-01 -8.508806021970931610e-01 -1.647641827757799771e+00
2.882288892624936816e-01 -3.813271949384395287e-01 -9.029006215250999778e-01 -1.673747003155719337e+00
2.835855994533675872e-01 -3.897619507193867405e-01 -9.543105256338263453e-01 -1.700216331303351813e+00
2.786868630303153682e-01 -3.983299716588710737e-01 -1.005072991234011948e+00 -1.727053696547491413e+00
2.735360118765625126e-01 -4.070331072229813052e-01 -1.055150032622311773e+00 -1.754262776956878822e+00
2.681365695263733806e-01 -4.158732247173827501e-01 -1.104502956967294169e+00 -1.781847023191261981e+00
2.624922548620554630e-01 -4.248522080844623350e-01 -1.153092318699952878e+00 -1.809809637156907236e+00
2.566069859709798617e-01 -4.339719566049469734e-01 -1.200877875337417855e+00 -1.838153551458885149e+00
-4.365379650834807501e-01 2.505375702146364070e-01 7.020935707315562740e-03 -1.208768757644887781e+00
-4.363420377308697695e-01 2.445453714725733252e-01 7.137312041286965336e-02 -1.188152269883800294e+00
-4.358240268590412581e-01 2.386556376636507770e-01 1.358495102866291993e-01 -1.167781700087816565e+00
-4.349833841292219394e-01 2.328671552884105100e-01 2.004209903007358184e-01 -1.147650647843505123e+00
-4.338197074364791850e-01 2.271787422877948881e-01 2.650581709220639626e-01 -1.127752942476560216e+00
-4.323327424481877013e-01 2.215892468189498699e-01 3.297313210855364884e-01 -1.108082673573336896e+00
