space_index,space_matrix,50,100,150,200,250,300,350,400,450,500,550,600,650,700,750,800,850,900,950,1000,1050,1100,1150,1200,1250,1300,1350,1400,1450,1500
1,"0;1;0",0,0,0,0,0,0,0,0,0,0,0,0,60,49,48,39,35,30,17,16,8,3,0,0,0,0,0,0,0,0
2,"0;1;1",0,0,0,0,0,0,21,33,33,40,37,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"0;0;1",0,0,0,0,0,0,15,23,32,26,33,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
