segment_length,rank0,rank1,rank2,rank3
50,150,0,0,0
100,150,0,0,0
150,150,0,0,0
200,150,0,0,0
250,150,0,0,0
300,150,0,0,0
350,84,66,0,0
400,66,84,0,0
450,52,98,0,0
500,48,102,0,0
550,37,113,0,0
600,40,110,0,0
650,40,110,0,0
700,36,114,0,0
750,35,115,0,0
800,28,122,0,0
850,16,134,0,0
900,30,120,0,0
950,13,137,0,0
1000,6,144,0,0
1050,3,147,0,0
1100,3,147,0,0
1150,0,150,0,0
1200,0,150,0,0
1250,0,150,0,0
1300,0,150,0,0
1350,0,150,0,0
1400,0,150,0,0
1450,0,150,0,0
1500,0,150,0,0
