space_index,space_matrix,50,100,150,200,250,300,350,400,450,500,550,600,650,700,750,800,850,900,950,1000,1050,1100,1150,1200,1250,1300,1350,1400,1450,1500
1,"0;1",0,0,0,0,0,0,112,115,131,141,133,132,138,125,120,122,125,121,113,116,119,108,104,120,116,99,105,95,103,96
2,"1;1",0,0,0,7,6,7,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
