space_index,space_matrix,50,100,150,200,250,300,350,400,450,500,550,600,650,700,750,800,850,900,950,1000,1050,1100,1150,1200,1250,1300,1350,1400,1450,1500
1,"1;0;1;0;1",0,0,0,0,0,0,13,15,35,58,67,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"1;0;0;0;1",0,0,0,0,0,0,17,27,42,49,63,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
