space_index,space_matrix,50,100,150,200,250,300,350,400,450,500,550,600,650,700,750,800,850,900,950,1000,1050,1100,1150,1200,1250,1300,1350,1400,1450,1500
1,"1 0;0 1",0,0,0,1,3,0,15,26,30,29,34,42,39,46,52,53,54,62,69,69,64,84,92,81,82,85,87,93,87,98
