radius,50,100,150,200,250,300,350,400,450,500,550,600,650,700,750,800,850,900,950,1000,1050,1100,1150,1200,1250,1300,1350,1400,1450,1500
0.63,150,150,150,150,150,150,62,45,24,20,14,10,9,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.645,150,150,150,150,150,150,62,44,19,19,14,10,8,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.66,150,150,150,150,150,150,59,44,19,16,12,10,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.675,150,150,150,150,150,150,55,44,19,15,12,10,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.69,150,150,150,150,150,150,54,44,18,13,12,10,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.705,150,150,150,150,150,150,53,44,18,13,12,10,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.72,150,150,150,150,150,150,53,42,18,13,12,10,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.735,150,150,150,150,150,150,51,40,18,13,12,10,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.75,150,150,150,150,150,150,51,40,18,13,12,10,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.765,150,150,150,150,150,150,49,40,17,12,11,7,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.78,150,150,150,150,150,150,48,40,16,12,11,7,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.795,150,150,150,150,150,150,47,33,13,6,6,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.81,150,150,150,150,150,150,45,31,11,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.825,150,150,150,150,150,150,45,31,9,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.84,150,150,150,150,150,150,45,31,9,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.855,150,150,150,150,150,150,43,30,9,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.87,150,150,150,150,150,150,42,30,9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.885,150,150,150,150,150,150,40,28,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.9,150,150,150,150,150,150,40,27,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.915,150,150,150,149,149,148,39,20,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.93,150,150,150,149,149,148,38,20,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.945,150,150,150,146,148,146,31,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.96,150,150,150,145,146,143,28,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.975,150,150,150,144,146,143,28,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
