radius,100,125,150,175,200,225,250,275,300,325,350,375,400
0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02,0,0,0,0,0,0,0,0,0,0,0,0,0
0.03,0,0,0,0,0,0,0,0,0,0,0,0,0
0.04,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05,0,0,0,0,0,0,0,0,0,0,0,0,0
0.06,0,0,0,0,0,0,0,0,0,0,0,0,0
0.07,0,0,0,0,0,0,0,0,0,0,0,0,0
0.08,0,0,3,6,10,9,17,15,19,17,17,23,22
0.09,0,2,5,9,17,15,22,25,24,25,29,30,30
0.1,0,2,8,16,22,28,30,30,30,30,30,30,30
0.11,0,3,9,16,23,29,30,30,30,30,30,30,30
0.12,0,3,14,16,24,29,30,30,30,30,30,30,30
0.13,0,3,14,17,24,29,30,30,30,30,30,30,30
0.14,0,3,15,18,26,30,30,30,30,30,30,30,30
0.15,0,4,16,19,27,30,30,30,30,30,30,30,30
0.16,0,4,16,22,27,30,30,30,30,30,30,30,30
0.17,0,4,16,23,27,30,30,30,30,30,30,30,30
0.18,0,4,16,23,27,30,30,30,30,30,30,30,30
0.19,0,5,16,23,27,30,30,30,30,30,30,30,30
0.2,0,5,17,23,28,30,30,30,30,30,30,30,30
0.21,0,8,17,23,29,30,30,30,30,30,30,30,30
0.22,0,9,17,23,29,30,30,30,30,30,30,30,30
0.23,0,9,19,23,29,30,30,30,30,30,30,30,30
0.24,0,9,21,23,29,30,30,30,30,30,30,30,30
0.25,0,11,21,25,29,30,30,30,30,30,30,30,30
0.26,0,11,21,26,30,30,30,30,30,30,30,30,30
0.27,0,11,21,26,30,30,30,30,30,30,30,30,30
0.28,0,11,22,26,30,30,30,30,30,30,30,30,30
0.29,0,11,22,26,30,30,30,30,30,30,30,30,30
0.3,0,11,22,26,30,30,30,30,30,30,30,30,30
0.31,0,11,24,29,30,30,30,30,30,30,30,30,30
0.32,0,12,27,30,30,30,30,30,30,30,30,30,30
0.33,0,12,27,30,30,30,30,30,30,30,30,30,30
0.34,0,12,28,30,30,30,30,30,30,30,30,30,30
0.35,0,12,28,30,30,30,30,30,30,30,30,30,30
0.36,0,12,28,30,30,30,30,30,30,30,30,30,30
0.37,0,14,28,30,30,30,30,30,30,30,30,30,30
0.38,0,16,29,30,30,30,30,30,30,30,30,30,30
0.39,0,16,29,30,30,30,30,30,30,30,30,30,30
0.4,0,18,29,30,30,30,30,30,30,30,30,30,30
0.41,0,20,30,30,30,30,30,30,30,30,30,30,30
0.42,0,20,30,30,30,30,30,30,30,30,30,30,30
0.43,0,20,30,30,30,30,30,30,30,30,30,30,30
0.44,0,20,30,30,30,30,30,30,30,30,30,30,30
0.45,0,20,30,30,30,30,30,30,30,30,30,30,30
0.46,0,21,30,30,30,30,30,30,30,30,30,30,30
0.47,0,21,30,30,30,30,30,30,30,30,30,30,30
0.48,0,21,30,30,30,30,30,30,30,30,30,30,30
0.49,0,21,30,30,30,30,30,30,30,30,30,30,30
0.5,0,21,30,30,30,30,30,30,30,30,30,30,30
