-5.467935734241168716e-02 -2.001611864202331170e-01 8.913919452651786202e-01 1.695639053398201590e-01 3.258271202236215358e-01 5.822893489014076274e-02 2.336215649309227472e-03 5.644046625886322416e-02 1.062089275154798201e-01 6.032126217244041660e-02 -7.713788325416737202e-02
4.353316686613151881e-02 -1.363441613285724108e-01 8.452398719831767382e-01 -1.575495724786257212e-01 3.163936550003947357e-01 1.515995117963161443e-01 1.439692032297246460e-01 1.445853349826874412e-01 1.622847133291286936e-01 1.464543428804502834e-01 -1.666079646204496889e-01
1.723451448147092779e-01 -2.257909307473447424e-01 5.406938435608394933e-01 -3.039003722160152909e-01 3.035919518907566617e-01 2.759588090672236982e-01 2.646918844517019420e-01 2.500446470373026697e-01 2.794571336302828501e-01 2.795286857055617191e-01 -2.783384729480342656e-01
2.159380566788374756e-01 -3.128098398803302316e-01 3.985151279345222619e-01 -2.642540691861873792e-01 2.961458746172920264e-01 3.048822529255727498e-01 2.799383423913813784e-01 2.760400613097547806e-01 3.167779632049040894e-01 3.154293647228154085e-01 -3.030067972594918668e-01
2.432654530651255920e-01 -3.473673562800366210e-01 3.353989088695079057e-01 -2.663467813960365693e-01 2.720275678115043894e-01 3.089070217497001947e-01 2.954464840126123648e-01 2.887281248960432145e-01 3.165769766290271181e-01 3.200181721888714637e-01 -3.066220632722940209e-01
2.652156795898349961e-01 -3.516871573759450254e-01 2.779301593478583632e-01 -3.029011257403652624e-01 2.385915225179342514e-01 3.101404905811203649e-01 3.186646866318089688e-01 3.021635846191343955e-01 3.069968021167217564e-01 3.193106220638768922e-01 -3.079174539102185193e-01
2.749549101153834219e-01 -3.439378518927600492e-01 2.193217400550806218e-01 -3.374324151617507650e-01 2.161280655430800335e-01 3.123053944792094638e-01 3.356710589993906479e-01 3.134490077892985171e-01 3.012055856223223582e-01 3.200242200198880060e-01 -3.095678347255317320e-01
2.756371130949500370e-01 -3.349557999484983339e-01 1.652694329726935862e-01 -3.577029566726198651e-01 2.108681097902421198e-01 3.154420567536105890e-01 3.423975631206351289e-01 3.207002335500937495e-01 3.017663264009041724e-01 3.229647620477804071e-01 -3.116736563755835299e-01
2.754832800227494660e-01 -3.283117950915065975e-01 1.173274152018806415e-01 -3.690185102623416147e-01 2.157966478277316691e-01 3.177052543375161187e-01 3.422569474897975694e-01 3.239269639895931974e-01 3.045421535455427597e-01 3.257589922895778312e-01 -3.129565178454163377e-01
2.791009449429830425e-01 -3.246578004661047068e-01 7.402571097847908399e-02 -3.769885167401429427e-01 2.240841364047205519e-01 3.178449908603366292e-01 3.384364576559951709e-01 3.239127398940083169e-01 3.064025756012701551e-01 3.267774454023388842e-01 -3.126274987748733913e-01
2.874440552033224461e-01 -3.236411754884838676e-01 3.201149932065413400e-02 -3.841072764791351735e-01 2.323404664039111500e-01 3.156334470505282042e-01 3.324193960529647773e-01 3.215673085650010421e-01 3.064983776504641155e-01 3.257624194193706191e-01 -3.106316231159607644e-01
3.002818715272975725e-01 -3.244390978136240111e-01 -1.353420307492119758e-02 -3.913498727829426427e-01 2.391644406794160294e-01 3.110465035094864827e-01 3.245184176484839367e-01 3.173521938405851617e-01 3.047294592457637785e-01 3.227713312659535316e-01 -3.069472607516674501e-01
3.174912908461927641e-01 -3.261467011051873977e-01 -6.863693679792616520e-02 -3.990489877477010339e-01 2.439666931383483450e-01 3.035710722072418877e-01 3.140806430291889773e-01 3.109639431697829859e-01 3.007355476723939103e-01 3.174524407540298410e-01 -3.010617820079535267e-01
3.393645726648782945e-01 -3.276868130614515318e-01 -1.410304677808541240e-01 -4.069365810334265587e-01 2.461078084833532020e-01 2.916688817748452900e-01 2.992427188270792571e-01 3.010196749832658170e-01 2.932984805912505211e-01 3.084717461664928106e-01 -2.915277159199287094e-01
3.663106525078067000e-01 -3.270766291512914870e-01 -2.417144170277923665e-01 -4.133900867693325321e-01 2.439006390121085111e-01 2.717326585496925295e-01 2.759517882261642296e-01 2.841814804089280999e-01 2.793834399474473540e-01 2.925769312257487376e-01 -2.750075115630841172e-01
