radius,20,40,60,80,100,120,140,160,180,200
0.0,0,0,7,17,20,20,20,20,20,20
0.0045,0,0,7,17,20,20,20,20,20,20
0.009,0,0,7,17,20,20,20,20,20,20
0.0135,0,0,7,17,20,20,20,20,20,20
0.018,0,0,7,17,20,20,20,20,20,20
0.0225,0,0,7,17,20,20,20,20,20,20
0.027,0,0,7,17,20,20,20,20,20,20
0.0315,0,0,7,17,20,20,20,20,20,20
0.036,0,0,7,17,20,20,20,20,20,20
0.0405,0,0,7,17,20,20,20,20,20,20
0.045,0,0,7,18,20,20,20,20,20,20
0.0495,0,0,7,18,20,20,20,20,20,20
0.054,0,0,8,19,20,20,20,20,20,20
0.0585,0,0,10,20,20,20,20,20,20,20
0.063,0,0,16,20,20,20,20,20,20,20
0.0675,0,0,20,20,20,20,20,20,20,20
0.072,0,0,20,20,20,20,20,20,20,20
0.0765,0,0,20,20,20,20,20,20,20,20
0.081,0,0,20,20,20,20,20,20,20,20
0.0855,0,0,20,20,20,20,20,20,20,20
0.09,0,0,20,20,20,20,20,20,20,20
0.0945,0,0,20,20,20,20,20,20,20,20
0.099,0,0,20,20,20,20,20,20,20,20
0.1035,0,0,20,20,20,20,20,20,20,20
0.108,0,0,20,20,20,20,20,20,20,20
0.1125,0,0,20,20,20,20,20,20,20,20
0.117,0,0,20,20,20,20,20,20,20,20
0.1215,0,0,20,20,20,20,20,20,20,20
0.126,0,0,20,20,20,20,20,20,20,20
0.1305,0,0,20,20,20,20,20,20,20,20
0.135,0,0,20,20,20,20,20,20,20,20
0.1395,0,0,20,20,20,20,20,20,20,20
0.144,0,0,20,20,20,20,20,20,20,20
0.1485,0,0,20,20,20,20,20,20,20,20
0.153,0,0,20,20,20,20,20,20,20,20
0.1575,0,0,20,20,20,20,20,20,20,20
0.162,0,0,20,20,20,20,20,20,20,20
0.1665,0,0,20,20,20,20,20,20,20,20
0.171,0,0,20,20,20,20,20,20,20,20
0.1755,0,0,20,20,20,20,20,20,20,20
0.18,0,0,20,20,20,20,20,20,20,20
0.1845,0,0,20,20,20,20,20,20,20,20
0.189,0,0,20,20,20,20,20,20,20,20
0.1935,0,0,20,20,20,20,20,20,20,20
0.198,0,0,20,20,20,20,20,20,20,20
0.2025,0,0,20,20,20,20,20,20,20,20
0.207,0,0,20,20,20,20,20,20,20,20
0.2115,0,0,20,20,20,20,20,20,20,20
0.216,0,0,20,20,20,20,20,20,20,20
0.2205,0,0,20,20,20,20,20,20,20,20
0.225,0,0,20,20,20,20,20,20,20,20
0.2295,0,0,20,20,20,20,20,20,20,20
0.234,0,0,20,20,20,20,20,20,20,20
0.2385,0,0,20,20,20,20,20,20,20,20
0.243,0,0,20,20,20,20,20,20,20,20
0.2475,0,0,20,20,20,20,20,20,20,20
0.252,0,0,20,20,20,20,20,20,20,20
0.2565,0,0,20,20,20,20,20,20,20,20
0.261,0,0,20,20,20,20,20,20,20,20
0.2655,0,0,20,20,20,20,20,20,20,20
0.27,0,0,20,20,20,20,20,20,20,20
0.2745,0,0,20,20,20,20,20,20,20,20
0.279,0,0,20,20,20,20,20,20,20,20
0.2835,0,0,20,20,20,20,20,20,20,20
0.288,0,0,20,20,20,20,20,20,20,20
0.2925,0,0,20,20,20,20,20,20,20,20
0.297,0,0,20,20,20,20,20,20,20,20
0.3015,0,0,20,20,20,20,20,20,20,20
0.306,0,0,20,20,20,20,20,20,20,20
0.3105,0,0,20,20,20,20,20,20,20,20
0.315,0,0,20,20,20,20,20,20,20,20
0.3195,0,0,20,20,20,20,20,20,20,20
0.324,0,0,20,20,20,20,20,20,20,20
0.3285,0,0,20,20,20,20,20,20,20,20
0.333,0,0,20,20,20,20,20,20,20,20
0.3375,0,0,20,20,20,20,20,20,20,20
0.342,0,0,20,20,20,20,20,20,20,20
0.3465,0,0,20,20,20,20,20,20,20,20
0.351,0,0,20,20,20,20,20,20,20,20
0.3555,0,0,20,20,20,20,20,20,20,20
0.36,0,0,20,20,20,20,20,20,20,20
0.3645,0,0,20,20,20,20,20,20,20,20
0.369,0,0,20,20,20,20,20,20,20,20
0.3735,0,0,20,20,20,20,20,20,20,20
0.378,0,0,20,20,20,20,20,20,20,20
0.3825,0,0,20,20,20,20,20,20,20,20
0.387,0,0,20,20,20,20,20,20,20,20
0.3915,0,0,20,20,20,20,20,20,20,20
0.396,0,0,20,20,20,20,20,20,20,20
0.4005,0,0,20,20,20,20,20,20,20,20
0.405,0,0,20,20,20,20,20,20,20,20
0.4095,0,0,20,20,20,20,20,20,20,20
0.414,0,0,20,20,20,20,20,20,20,20
0.4185,0,0,20,20,20,20,20,20,20,20
0.423,0,0,20,20,20,20,20,20,20,20
0.4275,0,0,20,20,20,20,20,20,20,20
0.432,0,0,20,20,20,20,20,20,20,20
0.4365,0,0,20,20,20,20,20,20,20,20
0.441,0,0,20,20,20,20,20,20,20,20
0.4455,0,0,20,20,20,20,20,20,20,20
0.45,0,0,20,20,20,20,20,20,20,20
