segment_length,rank0,rank1,rank2,rank3
10,20,0,0,0
20,20,0,0,0
30,0,20,0,0
40,0,20,0,0
50,0,20,0,0
60,0,20,0,0
70,0,20,0,0
80,0,20,0,0
90,0,20,0,0
100,0,20,0,0
