radius,20,40,60,80,100,120,140,160,180,200,220,240,260,280,300
0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.081,0,0,1,0,1,0,3,1,4,3,6,5,5,3,6
0.084,0,0,1,1,1,0,3,3,6,5,10,11,7,4,9
0.087,0,0,1,1,1,0,3,4,6,6,10,13,9,11,12
0.09,0,0,3,3,6,3,7,13,14,14,18,19,20,18,20
0.093,0,0,3,7,12,12,9,19,17,18,20,20,20,20,20
0.096,0,0,3,8,12,15,11,19,18,19,20,20,20,20,20
0.099,0,0,8,17,20,20,20,20,20,20,20,20,20,20,20
0.102,0,0,8,17,20,20,20,20,20,20,20,20,20,20,20
0.105,0,0,8,17,20,20,20,20,20,20,20,20,20,20,20
0.108,0,0,9,17,20,20,20,20,20,20,20,20,20,20,20
0.111,0,0,10,17,20,20,20,20,20,20,20,20,20,20,20
0.114,0,0,10,17,20,20,20,20,20,20,20,20,20,20,20
0.117,0,0,11,17,20,20,20,20,20,20,20,20,20,20,20
0.12,0,0,11,17,20,20,20,20,20,20,20,20,20,20,20
0.123,0,0,11,18,20,20,20,20,20,20,20,20,20,20,20
0.126,0,0,11,19,20,20,20,20,20,20,20,20,20,20,20
0.129,0,0,11,19,20,20,20,20,20,20,20,20,20,20,20
