radius,100,125,150,175,200,225,250,275,300,325,350,375,400
0.0,30,30,30,30,30,30,30,30,30,30,30,30,30
0.01,30,30,30,30,29,30,30,29,30,30,28,30,27
0.02,30,30,28,27,28,26,28,27,26,26,26,25,26
0.03,30,30,27,25,27,24,26,23,25,23,23,20,24
0.04,30,30,27,25,26,23,24,17,24,21,20,19,22
0.05,30,30,27,24,26,21,22,16,22,19,17,17,21
0.06,30,30,27,24,26,20,22,16,21,16,15,17,18
0.07,30,30,26,22,23,19,21,15,19,14,13,14,14
0.08,30,30,24,17,23,16,18,15,14,12,11,11,11
0.09,30,30,22,16,21,15,18,14,12,10,11,7,10
0.1,30,29,19,16,18,13,15,10,9,3,7,3,4
0.11,30,29,17,11,10,8,10,3,3,3,5,1,1
0.12,30,29,17,9,8,1,2,0,0,0,0,0,0
0.13,30,27,15,9,8,0,0,0,0,0,0,0,0
0.14,30,27,15,9,8,0,0,0,0,0,0,0,0
0.15,30,25,15,7,7,0,0,0,0,0,0,0,0
0.16,30,24,15,6,6,0,0,0,0,0,0,0,0
0.17,30,24,14,6,6,0,0,0,0,0,0,0,0
0.18,30,24,12,6,6,0,0,0,0,0,0,0,0
0.19,30,24,12,6,6,0,0,0,0,0,0,0,0
0.2,30,24,12,5,5,0,0,0,0,0,0,0,0
0.21,30,23,12,5,5,0,0,0,0,0,0,0,0
0.22,30,23,11,3,5,0,0,0,0,0,0,0,0
0.23,30,22,11,3,5,0,0,0,0,0,0,0,0
0.24,30,22,11,3,5,0,0,0,0,0,0,0,0
0.25,30,21,10,3,4,0,0,0,0,0,0,0,0
0.26,30,20,9,3,4,0,0,0,0,0,0,0,0
0.27,30,20,7,3,3,0,0,0,0,0,0,0,0
0.28,30,19,7,3,1,0,0,0,0,0,0,0,0
0.29,30,19,7,3,1,0,0,0,0,0,0,0,0
0.3,30,19,7,3,1,0,0,0,0,0,0,0,0
0.31,30,19,7,3,0,0,0,0,0,0,0,0,0
0.32,30,19,6,3,0,0,0,0,0,0,0,0,0
0.33,30,18,6,3,0,0,0,0,0,0,0,0,0
0.34,30,18,6,3,0,0,0,0,0,0,0,0,0
0.35,30,18,6,3,0,0,0,0,0,0,0,0,0
0.36,30,18,6,3,0,0,0,0,0,0,0,0,0
0.37,30,17,6,3,0,0,0,0,0,0,0,0,0
0.38,30,17,5,2,0,0,0,0,0,0,0,0,0
0.39,30,17,5,1,0,0,0,0,0,0,0,0,0
0.4,30,17,5,1,0,0,0,0,0,0,0,0,0
0.41,30,17,4,1,0,0,0,0,0,0,0,0,0
0.42,30,14,4,1,0,0,0,0,0,0,0,0,0
0.43,30,14,3,1,0,0,0,0,0,0,0,0,0
0.44,30,14,3,1,0,0,0,0,0,0,0,0,0
0.45,30,14,3,1,0,0,0,0,0,0,0,0,0
0.46,30,14,2,1,0,0,0,0,0,0,0,0,0
0.47,30,14,2,1,0,0,0,0,0,0,0,0,0
0.48,30,14,2,1,0,0,0,0,0,0,0,0,0
0.49,30,13,1,0,0,0,0,0,0,0,0,0,0
0.5,30,13,0,0,0,0,0,0,0,0,0,0,0
