-2.405036389827728271e-01 2.387031912803649902e-02 1.609894186258316040e-01 -1.073598980903625488e+00 2.263260781764984131e-01 -6.594437360763549805e-02 -1.245392709970474243e-01 -1.337805762887001038e-02 -3.732977062463760376e-02 -7.822998613119125366e-02 4.476374760270118713e-02
-2.422160059213638306e-01 1.954329013824462891e-02 1.854753792285919189e-01 -1.067010879516601562e+00 2.344997525215148926e-01 -6.516275554895401001e-02 -1.251881867647171021e-01 -1.266403310000896454e-02 -3.534141555428504944e-02 -7.748221606016159058e-02 4.348065704107284546e-02
-2.431453913450241089e-01 1.764862239360809326e-02 2.056909650564193726e-01 -1.064454197883605957e+00 2.406732141971588135e-01 -6.417314708232879639e-02 -1.247642338275909424e-01 -1.174402516335248947e-02 -3.382240235805511475e-02 -7.666517049074172974e-02 4.210179299116134644e-02
-2.428228557109832764e-01 1.664172112941741943e-02 2.233357280492782593e-01 -1.065671682357788086e+00 2.461685091257095337e-01 -6.191515550017356873e-02 -1.225736960768699646e-01 -9.719233959913253784e-03 -3.149819001555442810e-02 -7.463450729846954346e-02 3.958051651716232300e-02
-2.405556589365005493e-01 1.433692872524261475e-02 2.407343387603759766e-01 -1.070324540138244629e+00 2.528109550476074219e-01 -5.699968338012695312e-02 -1.177452132105827332e-01 -5.408899858593940735e-03 -2.666551806032657623e-02 -6.988084316253662109e-02 3.453772887587547302e-02
-2.353870272636413574e-01 8.073329925537109375e-03 2.605546414852142334e-01 -1.078187465667724609e+00 2.627016305923461914e-01 -4.781829938292503357e-02 -1.092157736420631409e-01 2.588292118161916733e-03 -1.737057231366634369e-02 -6.065920740365982056e-02 2.536915801465511322e-02
-2.261021137237548828e-01 -4.868760704994201660e-03 2.852831184864044189e-01 -1.089462995529174805e+00 2.777355611324310303e-01 -3.276881203055381775e-02 -9.572850167751312256e-02 1.575805060565471649e-02 -1.764156273566186428e-03 -4.525411128997802734e-02 1.046737376600503922e-02
-2.113209813833236694e-01 -2.668179571628570557e-02 3.165739476680755615e-01 -1.105084300041198730e+00 2.990026772022247314e-01 -1.055048219859600067e-02 -7.587645202875137329e-02 3.547502309083938599e-02 2.145818620920181274e-02 -2.232080884277820587e-02 -1.148600596934556961e-02
-1.897161602973937988e-01 -5.852232873439788818e-02 3.547555804252624512e-01 -1.126756906509399414e+00 3.264146149158477783e-01 1.959497295320034027e-02 -4.824804887175559998e-02 6.280414015054702759e-02 5.275227874517440796e-02 8.850244805216789246e-03 -4.127673059701919556e-02
-1.603313088417053223e-01 -1.003648638725280762e-01 3.987810611724853516e-01 -1.156550407409667969e+00 3.588788807392120361e-01 5.782613158226013184e-02 -1.168984267860651016e-02 9.836810082197189331e-02 9.176922589540481567e-02 4.829950258135795593e-02 -7.908980548381805420e-02
-1.228797584772109985e-01 -1.512838453054428101e-01 4.466679692268371582e-01 -1.196157336235046387e+00 3.949833214282989502e-01 1.038407236337661743e-01 3.438691794872283936e-02 1.423114091157913208e-01 1.377283930778503418e-01 9.559982270002365112e-02 -1.246324852108955383e-01
-7.785856723785400391e-02 -2.099248766899108887e-01 4.961425065994262695e-01 -1.246249556541442871e+00 4.337095320224761963e-01 1.570778489112854004e-01 8.981066197156906128e-02 1.943355500698089600e-01 1.898344010114669800e-01 1.501182466745376587e-01 -1.773264855146408081e-01
-2.639675140380859375e-02 -2.748524248600006104e-01 5.451273322105407715e-01 -1.306319713592529297e+00 4.747000634670257568e-01 2.168330401182174683e-01 1.536747068166732788e-01 2.537557482719421387e-01 2.474456578493118286e-01 2.111457735300064087e-01 -2.364270240068435669e-01
3.007736802101135254e-02 -3.446766138076782227e-01 5.919470191001892090e-01 -1.375002145767211914e+00 5.180363059043884277e-01 2.822618484497070312e-01 2.245552539825439453e-01 3.195674717426300049e-01 3.099748194217681885e-01 2.778749167919158936e-01 -3.010435998439788818e-01
9.016960859298706055e-02 -4.180754423141479492e-01 6.353542208671569824e-01 -1.450553297996520996e+00 5.638629198074340820e-01 3.523589372634887695e-01 3.007891774177551270e-01 3.905335068702697754e-01 3.767202198505401611e-01 3.493414819240570068e-01 -3.701382279396057129e-01
1.527149081230163574e-01 -4.938217997550964355e-01 6.745026707649230957e-01 -1.531209230422973633e+00 6.121493577957153320e-01 4.259843528270721436e-01 3.806956410408020020e-01 4.652933776378631592e-01 4.467992782592773438e-01 4.244304597377777100e-01 -4.425641596317291260e-01
2.168241739273071289e-01 -5.708255171775817871e-01 7.089068889617919922e-01 -1.615350008010864258e+00 6.626363992691040039e-01 5.019362568855285645e-01 4.627064466476440430e-01 5.424770116806030273e-01 5.191978812217712402e-01 5.019475817680358887e-01 -5.171409249305725098e-01
2.818345427513122559e-01 -6.481531858444213867e-01 7.383671998977661133e-01 -1.701547145843505859e+00 7.148826718330383301e-01 5.790311098098754883e-01 5.454257130622863770e-01 6.207923889160156250e-01 5.928630232810974121e-01 5.807077884674072266e-01 -5.927292108535766602e-01
3.472386002540588379e-01 -7.250176072120666504e-01 7.628734111785888672e-01 -1.788557291030883789e+00 7.683300375938415527e-01 6.561667323112487793e-01 6.276491880416870117e-01 6.990813016891479492e-01 6.667820215225219727e-01 6.596032381057739258e-01 -6.682849526405334473e-01
4.126209914684295654e-01 -8.007513284683227539e-01 7.825109958648681641e-01 -1.875310897827148438e+00 8.223606348037719727e-01 7.323575019836425781e-01 7.083604931831359863e-01 7.763433456420898438e-01 7.400331497192382812e-01 7.376424074172973633e-01 -7.428851127624511719e-01
4.776208400726318359e-01 -8.747817873954772949e-01 7.973910570144653320e-01 -1.960892915725708008e+00 8.763452172279357910e-01 8.067503571510314941e-01 7.867157459259033203e-01 8.517343997955322266e-01 8.118066787719726562e-01 8.139674663543701172e-01 -8.157354593276977539e-01
5.419102311134338379e-01 -9.466108083724975586e-01 8.076025247573852539e-01 -2.044529438018798828e+00 9.296792745590209961e-01 8.786231875419616699e-01 8.620262145996093750e-01 9.245558977127075195e-01 8.814114332199096680e-01 8.878519535064697266e-01 -8.861654996871948242e-01
6.051830053329467773e-01 -1.015803456306457520e+00 8.132002353668212891e-01 -2.125568389892578125e+00 9.818027615547180176e-01 9.473755359649658203e-01 9.337300062179565430e-01 9.942349791526794434e-01 9.482651352882385254e-01 9.586920142173767090e-01 -9.536162018775939941e-01
6.671527624130249023e-01 -1.081980347633361816e+00 8.141925334930419922e-01 -2.203463315963745117e+00 1.032219171524047852e+00 1.012513279914855957e+00 1.001375555992126465e+00 1.060307502746582031e+00 1.011886358261108398e+00 1.025991082191467285e+00 -1.017627239227294922e+00
7.275512218475341797e-01 -1.144813776016235352e+00 8.105615377426147461e-01 -2.277760028839111328e+00 1.080497026443481445e+00 1.073635697364807129e+00 1.064599752426147461e+00 1.122396826744079590e+00 1.071879267692565918e+00 1.089343667030334473e+00 -1.077821016311645508e+00
7.861277461051940918e-01 -1.204023480415344238e+00 8.022680282592773438e-01 -2.348081111907958984e+00 1.126270532608032227e+00 1.130419731140136719e+00 1.123113870620727539e+00 1.180200338363647461e+00 1.127920985221862793e+00 1.148425221443176270e+00 -1.133891224861145020e+00
8.426495790481567383e-01 -1.259371399879455566e+00 7.892714738845825195e-01 -2.414115428924560547e+00 1.169233441352844238e+00 1.182605862617492676e+00 1.176688313484191895e+00 1.233477115631103516e+00 1.179751038551330566e+00 1.202971339225769043e+00 -1.185591816902160645e+00
8.968997597694396973e-01 -1.310661077499389648e+00 7.715438604354858398e-01 -2.475599765777587891e+00 1.209132552146911621e+00 1.229990601539611816e+00 1.225143313407897949e+00 1.282034635543823242e+00 1.227160215377807617e+00 1.252776026725769043e+00 -1.232723355293273926e+00
9.486764669418334961e-01 -1.357729911804199219e+00 7.490822076797485352e-01 -2.532315969467163086e+00 1.245758652687072754e+00 1.272415399551391602e+00 1.268340826034545898e+00 1.325725197792053223e+00 1.269981980323791504e+00 1.297674894332885742e+00 -1.275131464004516602e+00
9.977915287017822266e-01 -1.400445938110351562e+00 7.219198942184448242e-01 -2.584076642990112305e+00 1.278941750526428223e+00 1.309758186340332031e+00 1.306177020072937012e+00 1.364431262016296387e+00 1.308086872100830078e+00 1.337541460990905762e+00 -1.312692046165466309e+00
1.044066786766052246e+00 -1.438703417778015137e+00 6.901323795318603516e-01 -2.630717039108276367e+00 1.308540940284729004e+00 1.341930389404296875e+00 1.338576793670654297e+00 1.398065209388732910e+00 1.341372489929199219e+00 1.372277736663818359e+00 -1.345312118530273438e+00
