radius,100,125,150,175,200,225,250,275,300,325,350,375,400
0.0,30,30,30,30,30,30,30,30,30,30,30,30,30
0.01,30,30,30,30,30,30,30,30,30,30,30,30,30
0.02,30,30,30,30,30,30,30,30,30,30,30,30,30
0.03,30,30,30,30,30,30,30,30,30,30,30,30,30
0.04,30,30,30,30,30,30,30,30,30,30,30,30,30
0.05,30,30,30,30,30,30,30,30,30,30,30,30,30
0.06,30,30,30,30,30,30,30,30,30,30,30,30,30
0.07,30,30,30,30,30,30,30,30,30,30,30,30,30
0.08,30,30,27,30,28,22,28,29,23,22,23,23,21
0.09,30,29,25,26,25,14,13,16,13,13,11,7,7
0.1,30,29,22,22,22,11,8,14,12,11,6,4,6
0.11,30,29,20,18,14,4,0,0,0,0,0,0,0
0.12,30,29,20,16,13,4,0,0,0,0,0,0,0
0.13,30,29,19,15,12,3,0,0,0,0,0,0,0
0.14,30,28,18,13,12,1,0,0,0,0,0,0,0
0.15,30,27,18,12,12,0,0,0,0,0,0,0,0
0.16,30,27,18,11,10,0,0,0,0,0,0,0,0
0.17,30,26,17,9,8,0,0,0,0,0,0,0,0
0.18,30,24,17,9,7,0,0,0,0,0,0,0,0
0.19,30,19,16,9,6,0,0,0,0,0,0,0,0
0.2,30,19,16,8,5,0,0,0,0,0,0,0,0
0.21,30,19,15,8,4,0,0,0,0,0,0,0,0
0.22,30,19,14,8,4,0,0,0,0,0,0,0,0
0.23,30,19,14,8,3,0,0,0,0,0,0,0,0
0.24,30,19,12,7,3,0,0,0,0,0,0,0,0
0.25,30,19,10,6,3,0,0,0,0,0,0,0,0
0.26,30,19,9,6,2,0,0,0,0,0,0,0,0
0.27,30,19,7,6,1,0,0,0,0,0,0,0,0
0.28,30,19,7,5,0,0,0,0,0,0,0,0,0
0.29,30,19,7,5,0,0,0,0,0,0,0,0,0
0.3,30,19,7,5,0,0,0,0,0,0,0,0,0
0.31,30,19,7,5,0,0,0,0,0,0,0,0,0
0.32,30,19,7,5,0,0,0,0,0,0,0,0,0
0.33,30,19,7,5,0,0,0,0,0,0,0,0,0
0.34,30,19,5,3,0,0,0,0,0,0,0,0,0
0.35,30,19,5,2,0,0,0,0,0,0,0,0,0
0.36,30,19,2,2,0,0,0,0,0,0,0,0,0
0.37,30,19,1,0,0,0,0,0,0,0,0,0,0
0.38,30,19,1,0,0,0,0,0,0,0,0,0,0
0.39,30,19,1,0,0,0,0,0,0,0,0,0,0
0.4,30,17,1,0,0,0,0,0,0,0,0,0,0
0.41,30,17,1,0,0,0,0,0,0,0,0,0,0
0.42,30,17,1,0,0,0,0,0,0,0,0,0,0
0.43,30,17,1,0,0,0,0,0,0,0,0,0,0
0.44,30,16,0,0,0,0,0,0,0,0,0,0,0
0.45,30,15,0,0,0,0,0,0,0,0,0,0,0
0.46,30,12,0,0,0,0,0,0,0,0,0,0,0
0.47,30,12,0,0,0,0,0,0,0,0,0,0,0
0.48,30,11,0,0,0,0,0,0,0,0,0,0,0
0.49,30,11,0,0,0,0,0,0,0,0,0,0,0
0.5,30,11,0,0,0,0,0,0,0,0,0,0,0
