radius,50,100
0.0,0,0
0.002,0,0
0.004,0,0
0.006,0,0
0.008,0,0
0.01,0,0
0.012,0,0
0.014,0,0
0.016,0,0
0.018,0,0
0.02,0,4
0.022,0,4
0.024,0,4
0.026,0,4
0.028,0,4
0.03,0,4
0.032,0,4
0.034,0,4
0.036,0,4
0.038,0,4
0.04,0,4
0.042,0,4
0.044,0,4
0.046,0,4
0.048,0,4
0.05,0,4
0.052,0,4
0.054,0,4
0.056,0,4
0.058,0,4
0.06,0,6
0.062,0,6
0.064,1,6
0.066,2,6
0.068,4,7
0.07,9,8
0.072,9,8
0.074,9,8
0.076,9,8
0.078,9,8
0.08,9,8
0.082,9,8
0.084,9,8
0.086,9,8
0.088,9,8
0.09,9,8
0.092,9,8
0.094,9,8
0.096,9,8
0.098,9,8
0.1,9,8
0.102,9,8
0.104,9,8
0.106,9,8
0.108,9,8
0.11,9,8
0.112,9,8
0.114,9,8
0.116,9,8
0.118,9,8
0.12,9,8
0.122,9,8
0.124,9,8
0.126,9,8
0.128,9,8
0.13,9,8
0.132,9,8
0.134,9,8
0.136,9,8
0.138,9,8
0.14,9,8
0.142,9,8
0.144,9,8
0.146,9,8
0.148,9,8
0.15,9,8
0.152,9,8
0.154,9,8
0.156,9,8
0.158,9,8
0.16,9,8
0.162,9,8
0.164,9,8
0.166,9,8
0.168,9,8
0.17,9,8
0.172,9,8
0.174,9,8
0.176,9,8
0.178,9,8
0.18,9,8
0.182,9,8
0.184,9,8
0.186,9,8
0.188,9,8
0.19,9,8
0.192,9,8
0.194,9,8
0.196,9,8
0.198,9,8
0.2,9,8
