radius,25,50,100,200,300
0.0,20,20,20,20,20
0.003,20,20,20,20,20
0.006,20,20,20,20,20
0.009,20,20,20,20,20
0.012,20,20,20,20,20
0.015,20,20,20,20,20
0.018,20,20,20,20,20
0.021,20,20,20,20,20
0.024,20,20,20,20,20
0.027,20,20,20,20,20
0.03,20,20,20,20,20
0.033,20,20,20,20,20
0.036,20,20,20,20,20
0.039,20,20,20,20,20
0.042,20,20,20,20,20
0.045,20,20,20,20,20
0.048,20,20,20,20,20
0.051,20,20,20,20,20
0.054,20,20,20,20,20
0.057,20,20,20,20,20
0.06,20,20,20,20,20
0.063,20,20,20,20,20
0.066,20,20,20,20,20
0.069,20,20,20,20,20
0.072,20,20,20,20,20
0.075,20,20,20,20,20
0.078,20,20,20,20,20
0.081,20,20,20,20,20
0.084,20,20,20,20,20
0.087,20,20,20,20,20
0.09,20,20,20,20,20
0.093,20,20,20,20,20
0.096,20,20,20,20,20
0.099,20,20,20,20,20
0.102,20,20,20,20,20
0.105,20,20,20,20,20
0.108,20,20,20,20,20
0.111,20,20,20,20,20
0.114,20,20,20,20,20
0.117,20,20,20,20,20
0.12,20,20,20,20,20
0.123,20,20,20,20,20
0.126,20,20,20,20,20
0.129,20,20,20,20,20
0.132,20,20,20,20,20
0.135,20,20,20,20,20
0.138,20,20,20,20,20
0.141,20,20,20,20,20
0.144,20,20,20,20,20
0.147,20,20,20,20,20
0.15,20,20,20,20,20
0.153,20,20,20,20,20
0.156,20,20,20,20,20
0.159,20,20,20,20,20
0.162,20,20,20,20,20
0.165,20,20,20,20,20
0.168,20,20,20,20,20
0.171,20,20,20,20,20
0.174,20,20,20,20,20
0.177,20,20,20,20,20
0.18,20,20,20,20,20
0.183,20,20,20,20,20
0.186,20,20,20,20,20
0.189,20,20,20,20,20
0.192,20,20,20,20,20
0.195,20,20,20,20,20
0.198,20,20,20,20,20
0.201,20,20,20,20,20
0.204,20,20,20,20,20
0.207,20,20,20,20,20
0.21,20,20,20,20,20
0.213,20,20,20,20,20
0.216,20,20,20,20,20
0.219,20,20,20,20,20
0.222,20,20,20,20,20
0.225,20,20,20,20,20
0.228,20,20,20,20,20
0.231,20,20,20,20,20
0.234,20,20,20,20,20
0.237,20,20,20,20,20
0.24,20,20,20,20,20
0.243,20,20,20,20,20
0.246,20,20,20,20,20
0.249,20,20,20,20,20
0.252,20,20,20,20,20
0.255,20,20,20,20,20
0.258,20,20,20,20,20
0.261,20,20,20,20,20
0.264,20,20,20,20,20
0.267,20,20,20,20,20
0.27,20,20,20,20,20
0.273,20,20,20,20,20
0.276,20,20,20,20,20
0.279,20,20,20,20,20
0.282,20,20,20,20,20
0.285,20,20,20,20,20
0.288,20,20,20,20,20
0.291,20,20,20,20,20
0.294,20,20,20,20,20
0.297,20,20,20,20,20
0.3,20,20,20,20,20
