segment_length,run_index,rank,births
50,1,1,"0.06890678371242555"
50,2,1,"0.06757993545414469"
50,3,1,"0.0660789123223158"
50,4,1,"0.06441949957862252"
50,5,1,"0.06857313960868193"
50,6,1,"0.06814060029483968"
50,7,0,""
50,8,1,"0.06854492699770512"
50,9,1,"0.06258262256058181"
50,10,1,"0.06802423562794466"
100,1,1,"0.01855944863370754"
100,2,1,"0.019677639262387546"
100,3,1,"0.06752884841264727"
100,4,1,"0.01935976737911804"
100,5,1,"0.01855944863370754"
100,6,1,"0.06779303816860775"
100,7,1,"0.06803085437371044"
100,8,2,"0.059185146415379745;0.06779303816860775"
100,9,1,"0.06757993545414469"
100,10,2,"0.05918324177905653;0.0663350087764191"
