radius,50,100
0.0,10,10
0.0025,10,10
0.005,10,10
0.0075,10,10
0.01,10,10
0.0125,10,10
0.015,10,10
0.0175,10,10
0.02,10,10
0.0225,10,10
0.025,10,10
0.0275,10,10
0.03,10,10
0.0325,10,10
0.035,10,10
0.0375,10,10
0.04,10,10
0.0425,10,10
0.045,10,10
0.0475,10,10
0.05,10,10
0.0525,10,10
0.055,10,10
0.0575,10,10
0.06,10,10
0.0625,10,10
0.065,10,10
0.0675,10,10
0.07,10,10
0.0725,10,10
0.075,10,10
0.0775,10,10
0.08,10,10
0.0825,10,10
0.085,10,10
0.0875,10,10
0.09,10,10
0.0925,10,10
0.095,10,10
0.0975,10,10
0.1,10,10
0.1025,10,10
0.105,10,10
0.1075,10,10
0.11,10,10
0.1125,10,10
0.115,10,10
0.1175,10,10
0.12,10,10
0.1225,10,10
0.125,10,10
0.1275,10,10
0.13,10,10
0.1325,10,10
0.135,10,10
0.1375,10,10
0.14,10,10
0.1425,10,10
0.145,10,10
0.1475,10,10
0.15,10,10
0.1525,10,10
0.155,10,10
0.1575,10,10
0.16,10,10
0.1625,10,10
0.165,10,10
0.1675,10,10
0.17,10,10
0.1725,10,10
0.175,10,10
0.1775,10,10
0.18,10,10
0.1825,10,10
0.185,10,10
0.1875,10,10
0.19,10,10
0.1925,10,10
0.195,10,10
0.1975,10,10
0.2,10,10
0.2025,10,10
0.205,10,10
0.2075,10,10
0.21,10,10
0.2125,10,10
0.215,10,10
0.2175,10,10
0.22,10,10
0.2225,10,10
0.225,10,10
0.2275,10,10
0.23,10,10
0.2325,10,10
0.235,10,10
0.2375,10,10
0.24,10,10
0.2425,10,10
0.245,10,10
0.2475,10,10
0.25,10,10
