radius,50,100
0.0,0,0
0.0015,0,0
0.003,0,0
0.0045,0,0
0.006,0,0
0.0075,0,0
0.009,0,0
0.0105,0,0
0.012,0,0
0.0135,0,0
0.015,0,3
0.0165,0,7
0.018,0,7
0.0195,0,8
0.021,0,8
0.0225,0,8
0.024,0,8
0.0255,0,8
0.027,0,8
0.0285,0,8
0.03,0,8
0.0315,0,8
0.033,0,8
0.0345,0,8
0.036,0,8
0.0375,0,8
0.039,0,8
0.0405,0,8
0.042,0,8
0.0435,0,8
0.045,0,8
0.0465,0,8
0.048,0,8
0.0495,0,8
0.051,0,8
0.0525,0,8
0.054,0,8
0.0555,0,8
0.057,0,8
0.0585,0,8
0.06,0,5
0.0615,0,7
0.063,1,7
0.0645,3,7
0.066,3,7
0.0675,4,7
0.069,6,7
0.0705,6,7
0.072,6,7
0.0735,6,7
0.075,6,7
0.0765,6,7
0.078,6,7
0.0795,6,7
0.081,6,7
0.0825,6,7
0.084,6,7
0.0855,6,7
0.087,6,7
0.0885,6,7
0.09,6,7
0.0915,6,7
0.093,6,7
0.0945,6,7
0.096,6,7
0.0975,6,7
0.099,6,7
0.1005,6,7
0.102,6,7
0.1035,6,7
0.105,6,7
0.1065,6,7
0.108,6,7
0.1095,6,7
0.111,6,7
0.1125,6,7
0.114,6,7
0.1155,6,7
0.117,6,7
0.1185,6,7
0.12,6,7
0.1215,6,7
0.123,6,7
0.1245,6,7
0.126,6,7
0.1275,6,7
0.129,6,7
0.1305,6,7
0.132,6,7
0.1335,6,7
0.135,6,7
0.1365,6,7
0.138,6,7
0.1395,6,7
0.141,6,7
0.1425,6,7
0.144,6,7
0.1455,6,7
0.147,6,7
0.1485,6,7
0.15,6,7
