radius,50,100
0.0,10,10
0.0015,10,10
0.003,10,10
0.0045,10,10
0.006,10,10
0.0075,10,10
0.009,10,10
0.0105,10,10
0.012,10,10
0.0135,10,10
0.015,10,7
0.0165,10,3
0.018,10,3
0.0195,10,2
0.021,10,2
0.0225,10,2
0.024,10,2
0.0255,10,2
0.027,10,2
0.0285,10,2
0.03,10,2
0.0315,10,2
0.033,10,2
0.0345,10,2
0.036,10,2
0.0375,10,2
0.039,10,2
0.0405,10,2
0.042,10,2
0.0435,10,2
0.045,10,2
0.0465,10,2
0.048,10,2
0.0495,10,2
0.051,10,2
0.0525,10,2
0.054,10,2
0.0555,10,2
0.057,10,2
0.0585,10,2
0.06,10,2
0.0615,10,0
0.063,9,0
0.0645,7,0
0.066,7,0
0.0675,6,0
0.069,4,0
0.0705,4,0
0.072,4,0
0.0735,4,0
0.075,4,0
0.0765,4,0
0.078,4,0
0.0795,4,0
0.081,4,0
0.0825,4,0
0.084,4,0
0.0855,4,0
0.087,4,0
0.0885,4,0
0.09,4,0
0.0915,4,0
0.093,4,0
0.0945,4,0
0.096,4,0
0.0975,4,0
0.099,4,0
0.1005,4,0
0.102,4,0
0.1035,4,0
0.105,4,0
0.1065,4,0
0.108,4,0
0.1095,4,0
0.111,4,0
0.1125,4,0
0.114,4,0
0.1155,4,0
0.117,4,0
0.1185,4,0
0.12,4,0
0.1215,4,0
0.123,4,0
0.1245,4,0
0.126,4,0
0.1275,4,0
0.129,4,0
0.1305,4,0
0.132,4,0
0.1335,4,0
0.135,4,0
0.1365,4,0
0.138,4,0
0.1395,4,0
0.141,4,0
0.1425,4,0
0.144,4,0
0.1455,4,0
0.147,4,0
0.1485,4,0
0.15,4,0
