# Cycling-signature H_1 births (data_dir=C:\Users\roger\OneDrive - Umich\Kaito Iwasaki\The Vault\Research\2026\HybridCyclingSignatures\data/compass_gait, base_name=continuous_lift_relaxed_compass_noconf)
# full grid of (boxsize, sb_radius, C=boxsize*sb_radius, beta_1(Y), rank, n_births, max_birth) shown below,
# followed by the explicit birth vector at the canonical cell.
#
# boxsize,sb_radius,C,beta_1,rank,n_births,max_birth
# 0.3,1,0.3,1,1,1,1.0117668990787495e-5
# 0.2,1,0.2,1,1,1,1.0117668990787495e-5
# 0.1,1,0.1,3,2,2,0.06212361966581025
# 0.05,1,0.05,34,6,6,0.04661850207229979
# 0.02,1,0.02,42,12,12,0.019835534612808126
# 0.01,1,0.01,28,10,10,0.009893288066971012
# 0.3,2,0.6,1,1,1,1.0117668990787495e-5
# 0.2,2,0.4,1,1,1,1.0117668990787495e-5
# 0.1,2,0.2,3,2,2,0.06212361966581025
# 0.05,2,0.1,34,7,7,0.04661850207229979
# 0.02,2,0.04,42,12,12,0.019835534612808126
# 0.01,2,0.02,28,9,9,0.009893288066971012
# 0.3,4,1.2,1,1,1,1.0117668990787495e-5
# 0.2,4,0.8,1,1,1,1.0117668990787495e-5
# 0.1,4,0.4,13,7,7,0.06212361966581025
# 0.05,4,0.2,32,6,6,0.04661850207229979
# 0.02,4,0.08,42,11,11,0.019835534612808126
# 0.01,4,0.04,28,10,10,0.009893288066971012
#
# Canonical cell (first (boxsize, sb_radius) with beta_1>0 and rank>0):
# boxsize=0.3, sb_radius=1
#
bar_index,birth
1,1.0117668990787495e-5
